line_no,file_name,self_id,cue,sequence,waveform,awb_stream,character_name,role,gender,voice_target,reference_audio,thai_text,pronunciation_note,prosody_note,status,tts_text,voice_project
289,V_F_ABR_BTL_02700.wav,V_F_ABR_BTL_02700,8,8,8,9,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ไอ้หมูโอหัง!,,,READY_FOR_GENERATION,,triangle-strategy
290,V_F_ABR_BTL_02800.wav,V_F_ABR_BTL_02800,9,9,9,10,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,อั่ก...,,STATUS_REACTION,READY_FOR_GENERATION,,triangle-strategy
291,V_F_ABR_BTL_02900.wav,V_F_ABR_BTL_02900,10,10,10,11,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,เอ้า!,,ATTACK_CRY,READY_FOR_GENERATION,,triangle-strategy
292,V_F_ABR_BTL_03000.wav,V_F_ABR_BTL_03000,11,11,11,12,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ฮึ่ย!,,ATTACK_CRY,READY_FOR_GENERATION,,triangle-strategy
293,V_F_ABR_BTL_03100.wav,V_F_ABR_BTL_03100,12,12,12,13,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,รับนี่ไป!,,,READY_FOR_GENERATION,,triangle-strategy
294,V_F_ABR_BTL_03200.wav,V_F_ABR_BTL_03200,13,13,13,14,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ฮ้า!,,ATTACK_CRY,READY_FOR_GENERATION,,triangle-strategy
295,V_F_ABR_BTL_03300.wav,V_F_ABR_BTL_03300,14,14,14,15,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ฮึ่ย!,,,READY_FOR_GENERATION,,triangle-strategy
296,V_F_ABR_BTL_03400.wav,V_F_ABR_BTL_03400,15,15,15,16,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ย๊าก!,,ATTACK_CRY,READY_FOR_GENERATION,,triangle-strategy
297,V_F_ABR_BTL_03500.wav,V_F_ABR_BTL_03500,16,16,16,17,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,เจ้าเทียบข้าไม่ได้เลย,,,READY_FOR_GENERATION,,triangle-strategy
298,V_F_ABR_BTL_03600.wav,V_F_ABR_BTL_03600,17,17,17,18,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ข้าจะช่วยให้เจ้าพ้นจากความทรมานเอง,,,READY_FOR_GENERATION,,triangle-strategy
299,V_F_ABR_BTL_08800.wav,V_F_ABR_BTL_08800,18,18,18,19,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,เจ้าประมาทแล้ว,,,READY_FOR_GENERATION,,triangle-strategy
300,V_F_ABR_BTL_08900.wav,V_F_ABR_BTL_08900,19,19,19,20,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,โง่เขลา,,,READY_FOR_GENERATION,,triangle-strategy
301,V_F_ABR_BTL_09000.wav,V_F_ABR_BTL_09000,20,20,20,21,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,นี่คือโอกาสของข้า,,,READY_FOR_GENERATION,,triangle-strategy
302,V_F_ABR_BTL_14200.wav,V_F_ABR_BTL_14200,21,21,21,22,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,นี่ต้องเจ็บแน่,,,READY_FOR_GENERATION,,triangle-strategy
303,V_F_ABR_BTL_14300.wav,V_F_ABR_BTL_14300,22,22,22,23,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ยอมแพ้ซะ!,,,READY_FOR_GENERATION,,triangle-strategy
304,V_F_ABR_BTL_14400.wav,V_F_ABR_BTL_14400,23,23,23,24,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,บ้าเอ๊ย!,,,READY_FOR_GENERATION,,triangle-strategy
305,V_F_ABR_BTL_14500.wav,V_F_ABR_BTL_14500,24,24,24,25,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,น่าจะทำได้ดีกว่านี้,,,READY_FOR_GENERATION,,triangle-strategy
306,V_F_ABR_BTL_14600.wav,V_F_ABR_BTL_14600,25,25,25,26,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,อ๊าก!,,HURT_CRY,READY_FOR_GENERATION,,triangle-strategy
307,V_F_ABR_BTL_14700.wav,V_F_ABR_BTL_14700,26,26,26,27,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,อึ่ก!,,HURT_CRY,READY_FOR_GENERATION,,triangle-strategy
308,V_F_ABR_BTL_14800.wav,V_F_ABR_BTL_14800,27,27,27,28,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,อึ่ก!,,HURT_CRY,READY_FOR_GENERATION,,triangle-strategy
309,V_F_ABR_BTL_14900.wav,V_F_ABR_BTL_14900,28,28,28,29,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,อึ่ก!,,HURT_CRY,READY_FOR_GENERATION,,triangle-strategy
310,V_F_ABR_BTL_15000.wav,V_F_ABR_BTL_15000,29,29,29,30,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,โอ๊ย!,,HURT_CRY,READY_FOR_GENERATION,,triangle-strategy
311,V_F_ABR_BTL_15100.wav,V_F_ABR_BTL_15100,30,30,30,31,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,อ๊าก!,,HURT_CRY,READY_FOR_GENERATION,,triangle-strategy
312,V_F_ABR_BTL_15200.wav,V_F_ABR_BTL_15200,31,31,31,32,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,มีดีแค่นี้รึ?,,,READY_FOR_GENERATION,,triangle-strategy
313,V_F_ABR_BTL_15300.wav,V_F_ABR_BTL_15300,32,32,32,33,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,กล้าดูถูกข้างั้นรึ?,,,READY_FOR_GENERATION,,triangle-strategy
314,V_F_ABR_BTL_15310.wav,V_F_ABR_BTL_15310,33,33,33,34,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ประมาทไปแล้ว,,,READY_FOR_GENERATION,,triangle-strategy
315,V_F_ABR_BTL_15320.wav,V_F_ABR_BTL_15320,34,34,34,35,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,อย่าได้ใจนัก,,,READY_FOR_GENERATION,,triangle-strategy
316,V_F_ABR_BTL_15400.wav,V_F_ABR_BTL_15400,35,35,35,36,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ช้าไป,,,READY_FOR_GENERATION,,triangle-strategy
317,V_F_ABR_BTL_15500.wav,V_F_ABR_BTL_15500,36,36,36,37,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,อ่อนหัด,,,READY_FOR_GENERATION,,triangle-strategy
318,V_F_ABR_BTL_15600.wav,V_F_ABR_BTL_15600,37,37,37,38,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ดี,,,READY_FOR_GENERATION,,triangle-strategy
319,V_F_ABR_BTL_15700.wav,V_F_ABR_BTL_15700,38,38,38,39,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ฉลาดดีนี่,,,READY_FOR_GENERATION,,triangle-strategy
320,V_F_ABR_BTL_15800.wav,V_F_ABR_BTL_15800,39,39,39,40,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ที่เหลือฝากข้าเอง,,,READY_FOR_GENERATION,,triangle-strategy
321,V_F_ABR_BTL_15900.wav,V_F_ABR_BTL_15900,40,40,40,41,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,สมบูรณ์แบบ,,,READY_FOR_GENERATION,,triangle-strategy
322,V_F_ABR_BTL_16000.wav,V_F_ABR_BTL_16000,41,41,41,42,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,เท่านี้ก็พอ,,,READY_FOR_GENERATION,,triangle-strategy
323,V_F_ABR_BTL_16100.wav,V_F_ABR_BTL_16100,42,42,42,43,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ไม่เลว,,,READY_FOR_GENERATION,,triangle-strategy
324,V_F_ABR_BTL_16200.wav,V_F_ABR_BTL_16200,43,43,43,44,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ข้า...แพ้งั้นรึ?,,,READY_FOR_GENERATION,,triangle-strategy
325,V_F_ABR_BTL_16300.wav,V_F_ABR_BTL_16300,44,44,44,45,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ฝากที่เหลือด้วย,,,READY_FOR_GENERATION,,triangle-strategy
326,V_F_ABR_BTL_16400.wav,V_F_ABR_BTL_16400,45,45,45,46,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,รับนี่ไป!,,,READY_FOR_GENERATION,,triangle-strategy
327,V_F_ABR_BTL_16500.wav,V_F_ABR_BTL_16500,46,46,46,47,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ใช้นี่ซะ,,,READY_FOR_GENERATION,,triangle-strategy
328,V_F_ABR_BTL_16600.wav,V_F_ABR_BTL_16600,47,47,47,48,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ต้องเตรียมพร้อมไว้,,,READY_FOR_GENERATION,,triangle-strategy
329,V_F_ABR_BTL_17410.wav,V_F_ABR_BTL_17410,48,48,48,49,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ดาบของข้ามีเรื่องจะคุยกับเจ้า,,,READY_FOR_GENERATION,,triangle-strategy
330,V_F_ABR_BTL_17411.wav,V_F_ABR_BTL_17411,49,49,49,50,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ถ้ายังรักชีวิต ก็หลีกไป,,,READY_FOR_GENERATION,,triangle-strategy
331,V_F_ABR_BTL_17412.wav,V_F_ABR_BTL_17412,50,50,50,51,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,แขกไม่ได้รับเชิญ!,,,READY_FOR_GENERATION,,triangle-strategy
332,V_F_ABR_BTL_17413.wav,V_F_ABR_BTL_17413,51,51,51,52,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,อย่าหวังความเมตตา!,,,READY_FOR_GENERATION,,triangle-strategy
333,V_F_ABR_BTL_17414.wav,V_F_ABR_BTL_17414,52,52,52,53,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,โชคร้ายพาเจ้ามาเจอข้า,,,READY_FOR_GENERATION,,triangle-strategy
334,V_F_ABR_BTL_17415.wav,V_F_ABR_BTL_17415,53,53,53,54,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,เจ้าจะตายด้วยมือข้า,,,READY_FOR_GENERATION,,triangle-strategy
335,V_F_ABR_BTL_17420.wav,V_F_ABR_BTL_17420,54,54,54,55,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ข้าไม่ปล่อยผู้รอดชีวิต,,,READY_FOR_GENERATION,,triangle-strategy
336,V_F_ABR_BTL_17421.wav,V_F_ABR_BTL_17421,55,55,55,56,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ข้าจะฟันพวกเจ้าให้หมด!,,,READY_FOR_GENERATION,,triangle-strategy
337,V_F_ABR_BTL_17422.wav,V_F_ABR_BTL_17422,56,56,56,57,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,เจ้าจะเหลือเพียงคราบเลือดบนคมดาบข้า,,,READY_FOR_GENERATION,,triangle-strategy
338,V_F_ABR_BTL_17450.wav,V_F_ABR_BTL_17450,57,57,57,58,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ย๊ากก!,,,READY_FOR_GENERATION,,triangle-strategy
339,V_F_ABR_BTL_17451.wav,V_F_ABR_BTL_17451,58,58,58,59,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,หากต้องทำลายตนเอง ก็ช่างมัน,,,READY_FOR_GENERATION,,triangle-strategy
340,V_F_ABR_BTL_17480.wav,V_F_ABR_BTL_17480,59,59,59,60,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ข้าจบสิ้นแล้ว,,,READY_FOR_GENERATION,,triangle-strategy
341,V_F_ABR_BTL_17500.wav,V_F_ABR_BTL_17500,60,60,60,61,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ยังมีอีกมากให้ข้าเรียนรู้,,,READY_FOR_GENERATION,,triangle-strategy
342,V_F_ABR_BTL_17600.wav,V_F_ABR_BTL_17600,61,61,61,62,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,เข้าใจแล้ว!,,,READY_FOR_GENERATION,,triangle-strategy
343,V_F_ABR_BTL_17700.wav,V_F_ABR_BTL_17700,62,62,62,63,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ข้าต้องแข็งแกร่งขึ้น!,,,READY_FOR_GENERATION,,triangle-strategy
344,V_F_ABR_BTL_17800.wav,V_F_ABR_BTL_17800,63,63,63,64,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,เรื่องนี้ต้องเกิดขึ้นอยู่แล้ว,,,READY_FOR_GENERATION,,triangle-strategy
345,V_F_ABR_BTL_17900.wav,V_F_ABR_BTL_17900,64,64,64,65,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,เข้าใจแล้ว,,,READY_FOR_GENERATION,,triangle-strategy
346,V_F_ABR_BTL_18000.wav,V_F_ABR_BTL_18000,65,65,65,66,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ได้,,,READY_FOR_GENERATION,,triangle-strategy
347,V_F_ABR_BTL_18200.wav,V_F_ABR_BTL_18200,66,66,66,67,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,สักวันข้าจะไปถึง,,,READY_FOR_GENERATION,,triangle-strategy
348,V_F_ABR_BTL_18300.wav,V_F_ABR_BTL_18300,67,67,67,68,Avlora,battle,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,หนทางของเรายังอีกไกล,,,READY_FOR_GENERATION,,triangle-strategy
349,V_F_ANA_BTL_00400.wav,V_F_ANA_BTL_00400,0,0,0,1,Anna,battle,female,anna,assets/triangle-strategy/approved_voice_references/anna.wav,มีคำสั่งอะไร?,,,READY_FOR_GENERATION,,triangle-strategy
350,V_F_ANA_BTL_00500.wav,V_F_ANA_BTL_00500,1,1,1,2,Anna,battle,female,anna,assets/triangle-strategy/approved_voice_references/anna.wav,ได้เวลาทำงาน,,,READY_FOR_GENERATION,,triangle-strategy
351,V_F_ANA_BTL_00600.wav,V_F_ANA_BTL_00600,2,2,2,3,Anna,battle,female,anna,assets/triangle-strategy/approved_voice_references/anna.wav,ตาข้าแล้ว,,,READY_FOR_GENERATION,,triangle-strategy
352,V_F_ANA_BTL_00700.wav,V_F_ANA_BTL_00700,3,3,3,4,Anna,battle,female,anna,assets/triangle-strategy/approved_voice_references/anna.wav,ข้าจะจบเรื่องนี้,,,READY_FOR_GENERATION,,triangle-strategy
353,V_F_ANA_BTL_01700.wav,V_F_ANA_BTL_01700,4,4,4,5,Anna,battle,female,anna,assets/triangle-strategy/approved_voice_references/anna.wav,ข้าเตรียมใจไว้แล้ว,,,READY_FOR_GENERATION,,triangle-strategy
