line_no,file_name,self_id,cue,sequence,waveform,awb_stream,character_name,role,gender,voice_target,reference_audio,thai_text,pronunciation_note,prosody_note,status,tts_text,voice_project
34,MS08A_F01_A1_1010_M_BND_0030.wav,MS08A_F01_A1_1010_M_BND_0030,33,33,33,34,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,แต่สุดท้ายแล้ว มันก็เป็นทางเลือกที่เราตัดสินใจร่วมกันนะขอรับ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
35,MS08A_F01_A1_1010_M_BND_0040.wav,MS08A_F01_A1_1010_M_BND_0040,34,34,34,35,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,หากท่านอยากรับผิดชอบจริงๆล่ะก็ เช่นนั้น...ข้าพอมีแผนอยู่,,,PENDING_MANUAL_GENERATION,,triangle-strategy
36,MS08A_F01_A1_1010_M_BND_0050.wav,MS08A_F01_A1_1010_M_BND_0050,35,35,35,36,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,ช่วยส่งแหวนมาด้วยขอรับ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
37,MS08A_F01_A1_1010_M_BND_0060.wav,MS08A_F01_A1_1010_M_BND_0060,36,36,36,37,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,"ให้ท่าน ""สิ้นพระชนม์"" เพื่อราษฎรของท่านขอรับ",,,PENDING_MANUAL_GENERATION,,triangle-strategy
38,MS08A_F01_A1_1010_M_RLN_0010.wav,MS08A_F01_A1_1010_M_RLN_0010,37,37,37,38,Roland,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,ข้าอยากไปจากแคว้นวูล์ฟฟอร์ตน่ะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
39,MS08A_F01_A1_1010_M_RLN_0020.wav,MS08A_F01_A1_1010_M_RLN_0020,38,38,38,39,Roland,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,ก็ดีนะ แต่ข้าไม่คิดว่าเขาอยากจะคุยกับเรา หลังรู้ผลการลงคะแนนเสียงไปแล้ว,,,PENDING_MANUAL_GENERATION,,triangle-strategy
40,MS08A_F01_A1_1010_M_RLN_0030.wav,MS08A_F01_A1_1010_M_RLN_0030,39,39,39,40,Roland,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,ทุกคนเหนื่อยล้า หน้าตาบูดบึ้ง ปราสาทหลังนี้ก็ดูไม่ต่างกัน,,,PENDING_MANUAL_GENERATION,,triangle-strategy
41,MS08A_F01_A1_1010_M_RLN_0040.wav,MS08A_F01_A1_1010_M_RLN_0040,40,40,40,41,Roland,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,มันก็ถูก แต่เราทุกคนรู้ดีว่าข้าเป็นตัวปัญหา ข้าต้องรับผิดชอบเรื่องนี้ให้ถึงที่สุดนะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
42,MS08A_F01_A1_1010_M_RLN_0050.wav,MS08A_F01_A1_1010_M_RLN_0050,41,41,41,42,Roland,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,ขอฟังหน่อยท่าน,,,PENDING_MANUAL_GENERATION,,triangle-strategy
43,MS08A_F01_A1_1010_M_RLN_0060.wav,MS08A_F01_A1_1010_M_RLN_0060,42,42,42,43,Roland,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,แต่นั่นคือสิ่งพิสูจน์ว่าข้าเป็นเชื้อพระวงศ์นะ! ท่านจะเอาไปทำอะไร?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
44,MS08A_F01_A1_1020_M_BND_0010.wav,MS08A_F01_A1_1020_M_BND_0010,43,43,43,44,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,นายท่าน มีนกส่งสารมาจาก ซอสเลย์ เอนด์ ขอรับ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
45,MS08A_F01_A1_1020_M_BND_0020.wav,MS08A_F01_A1_1020_M_BND_0020,44,44,44,45,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,ด้วยสถานการณ์ของเราในตอนนี้ เขาเสนอจะส่งเสบียงและเงินสนับสนุนมาให้ขอรับ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
46,MS08A_F01_A1_1020_M_BND_0030.wav,MS08A_F01_A1_1020_M_BND_0030,45,45,45,46,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,มีแน่นอนขอรับ เจ็ดผู้ศักดิ์สิทธิ์ไม่ได้คิดถึงผู้อื่นเสมอไปหรอก,,,PENDING_MANUAL_GENERATION,,triangle-strategy
47,MS08A_F01_A1_1020_M_BND_0040.wav,MS08A_F01_A1_1020_M_BND_0040,46,46,46,47,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,เพราะรัฐมนตรีซอสเลย์ไม่เคยสนใจอาณาจักรอื่นขนาดนี้...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
48,MS08A_F01_A1_1020_M_BND_0050.wav,MS08A_F01_A1_1020_M_BND_0050,47,47,47,48,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,ข้าจึงคิดได้ว่า นี่คือแผนของเขาเพื่อทวงบุญคุณตระกูลวูล์ฟฟอร์ต,,,PENDING_MANUAL_GENERATION,,triangle-strategy
49,MS08A_F01_A1_1020_M_BND_0060.wav,MS08A_F01_A1_1020_M_BND_0060,48,48,48,49,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,รับทราบขอรับ ไว้เราค่อยมาคุยเรื่องมาตรการตอบโต้ในโอกาสหน้าดีกว่า,,,PENDING_MANUAL_GENERATION,,triangle-strategy
50,MS08A_F01_A1_1020_M_BND_0070.wav,MS08A_F01_A1_1020_M_BND_0070,49,49,49,50,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,แถมนี่ยังเป็นโอกาสดีในการทำตามสัญญาที่เราให้ไว้กับรัฐมนตรีเอกซ์เฮมด้วยนะขอรับ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
51,MS08A_F01_A1_1020_M_BND_0080.wav,MS08A_F01_A1_1020_M_BND_0080,50,50,50,51,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,รับทราบขอรับ ไว้เราค่อยมาคุยเรื่องมาตรการตอบโต้ในโอกาสหน้าดีกว่า,,,PENDING_MANUAL_GENERATION,,triangle-strategy
52,MS08A_F01_A1_1020_M_SEL_0010.wav,MS08A_F01_A1_1020_M_SEL_0010,51,51,51,52,Serenoa,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,เป็นข้อเสนอที่ข้ายินดีรับเป็นอย่างยิ่ง แต่ว่านะ...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
53,MS08A_F01_A1_1020_M_SEL_0020.wav,MS08A_F01_A1_1020_M_SEL_0020,52,52,52,53,Serenoa,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,ทำไมเขาเพิ่งมาช่วยเหลือเราในตอนนี้ล่ะ? เขามีแผนอะไรรึเปล่า?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
54,MS08A_F01_A1_1020_M_SEL_0030.wav,MS08A_F01_A1_1020_M_SEL_0030,53,53,53,54,Serenoa,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,อย่างที่คิดไว้เลย...แต่ประชาชนกับทหารของเราต้องการความช่วยเหลือเช่นกัน,,,PENDING_MANUAL_GENERATION,,triangle-strategy
55,MS08A_F01_A1_1020_M_SEL_0040.wav,MS08A_F01_A1_1020_M_SEL_0040,54,54,54,55,Serenoa,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,ยอมรับข้อเสนอของเขาเถอะ ไว้ค่อยจัดการกับแผนลับของเขาทีหลังเมื่อเราตั้งหลักได้แล้ว,,,PENDING_MANUAL_GENERATION,,triangle-strategy
56,MS08A_F01_A1_1020_M_SEL_0050.wav,MS08A_F01_A1_1020_M_SEL_0050,55,55,55,56,Serenoa,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,รับประกันได้เลยรัฐมนตรีซอสเลย์ไม่ใช่คนเดียวที่มีเจตนาแอบแฝงหรอก เรามาตกลงยอมรับข้อเสนอของเขาดีกว่า,,,PENDING_MANUAL_GENERATION,,triangle-strategy
57,MS08A_F01_A1_2010_F_TRI_0010.wav,MS08A_F01_A1_2010_F_TRI_0010,56,56,56,57,Trish,npc,female,trish,assets/triangle-strategy/approved_voice_references/trish.wav,นี่ป๊า! จำที่ข้าพูดเรื่องเงินรางวัลได้ไหม?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
58,MS08A_F01_A1_2010_F_TRI_0020.wav,MS08A_F01_A1_2010_F_TRI_0020,57,57,57,58,Trish,npc,female,trish,assets/triangle-strategy/approved_voice_references/trish.wav,ป๊า ดูนี่!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
59,MS08A_F01_A1_2010_M_M051_0010.wav,MS08A_F01_A1_2010_M_M051_0010,58,58,58,59,ลูกน้องโจร,generic,male,MALE_YOUNG_B,assets/triangle-strategy/approved_voice_references/MALE_YOUNG_B.wav,บอส มาดูนี่สิขอรับ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
60,MS08A_F01_A1_2010_M_TRA_0010.wav,MS08A_F01_A1_2010_M_TRA_0010,59,59,59,60,Travis,npc,male,travis,assets/triangle-strategy/approved_voice_references/travis.wav,...อนาถาจริงๆ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
61,MS08A_F01_A1_2010_M_TRA_0020.wav,MS08A_F01_A1_2010_M_TRA_0020,60,60,60,61,Travis,npc,male,travis,assets/triangle-strategy/approved_voice_references/travis.wav,"เอ๊ะ หรืออาจจะไม่ ""อนาถา"" ขนาดนั้นก็ได้ ดูจากเสื้อผ้าของเขาแล้ว...",,,PENDING_MANUAL_GENERATION,,triangle-strategy
62,MS08A_F01_A1_2010_M_TRA_0030.wav,MS08A_F01_A1_2010_M_TRA_0030,61,61,61,62,Travis,npc,male,travis,assets/triangle-strategy/approved_voice_references/travis.wav,จำได้สิลูก นี่อาจจะเป็นเขาก็ได้,,,PENDING_MANUAL_GENERATION,,triangle-strategy
63,MS08A_F01_A1_2010_M_TRA_0040.wav,MS08A_F01_A1_2010_M_TRA_0040,62,62,62,63,Travis,npc,male,travis,assets/triangle-strategy/approved_voice_references/travis.wav,แหวนวิบวับขนาดนี้ อย่าบอกนะว่า...นี่คือตราราชวงศ์เหรอ!? ต้องเป็นองค์ชายโรแลนด์ไม่มีผิดแน่!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
64,MS08A_F01_A2_0010_M_ROF_0010.wav,MS08A_F01_A2_0010_M_ROF_0010,63,63,63,64,รูฟัส,npc,male,rufus,,จะหนีไปไหนคนเดียวงั้นเหรอ,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
65,MS08A_F01_A2_0010_M_ROF_0020.wav,MS08A_F01_A2_0010_M_ROF_0020,64,64,64,65,รูฟัส,npc,male,rufus,,มาเอาเงินรางวัลไง,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
66,MS08A_F01_A2_0010_M_ROF_0030.wav,MS08A_F01_A2_0010_M_ROF_0030,65,65,65,66,รูฟัส,npc,male,rufus,,ไม่เห็นเหมือนที่คุยกันไว้นี่หว่า,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
67,MS08A_F01_A2_0010_M_ROF_0040.wav,MS08A_F01_A2_0010_M_ROF_0040,66,66,66,67,รูฟัส,npc,male,rufus,,ฮ่าๆๆๆ!,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
68,MS08A_F01_A2_0010_M_ROF_0050.wav,MS08A_F01_A2_0010_M_ROF_0050,67,67,67,68,รูฟัส,npc,male,rufus,,"งั้นลองข้อเสนอใหม่เป็นไง ""จ่ายหนี้ข้าซะ ไม่งั้นตาย""",,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
69,MS08A_F01_A2_0010_M_ROF_0060.wav,MS08A_F01_A2_0010_M_ROF_0060,69,69,69,70,รูฟัส,npc,male,rufus,,พูดต่อสิ,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
70,MS08A_F01_A2_0010_M_ROF_0070.wav,MS08A_F01_A2_0010_M_ROF_0070,70,70,70,71,รูฟัส,npc,male,rufus,,...เออ,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
71,MS08A_F01_A2_0010_M_ROF_0080.wav,MS08A_F01_A2_0010_M_ROF_0080,71,71,71,72,รูฟัส,npc,male,rufus,,แต่ถ้าไม่ได้เงินล่ะก็ รับรองชะตาขาดแน่,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
72,MS08A_F01_A2_0010_M_SLV_0010.wav,MS08A_F01_A2_0010_M_SLV_0010,72,72,72,73,ซิลวิโอ้,npc,male,silvio,,ข้าต้องรอด... ไม่ว่ายังไงก็ต้องรอด!,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
73,MS08A_F01_A2_0010_M_SLV_0015.wav,MS08A_F01_A2_0010_M_SLV_0015,384,384,384,74,ซิลวิโอ้,npc,male,silvio,,อ้าก!,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
74,MS08A_F01_A2_0010_M_SLV_0020.wav,MS08A_F01_A2_0010_M_SLV_0020,73,73,73,75,ซิลวิโอ้,npc,male,silvio,,ระ-รูฟัส! มาทำอะไรที่นี่เนี่ย?,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
75,MS08A_F01_A2_0010_M_SLV_0030.wav,MS08A_F01_A2_0010_M_SLV_0030,74,74,74,76,ซิลวิโอ้,npc,male,silvio,,รางวัลเหรอ? คนแพ้ได้รางวัลด้วยเหรอ!?,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
76,MS08A_F01_A2_0010_M_SLV_0040.wav,MS08A_F01_A2_0010_M_SLV_0040,75,75,75,77,ซิลวิโอ้,npc,male,silvio,,ก็แหงสิ! ไหนล่ะเพชฌฆาตไร้พ่ายของข้า!,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
77,MS08A_F01_A2_0010_M_SLV_0050.wav,MS08A_F01_A2_0010_M_SLV_0050,76,76,76,78,ซิลวิโอ้,npc,male,silvio,,เจ้ามันของเก๊! เจ้ามันแกะในคราบหมาป่า!,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
78,MS08A_F01_A2_0010_M_SLV_0060.wav,MS08A_F01_A2_0010_M_SLV_0060,77,77,77,79,ซิลวิโอ้,npc,male,silvio,,ขะ-ขำอะไรหนักหนาวะ!?,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
79,MS08A_F01_A2_0010_M_SLV_0070.wav,MS08A_F01_A2_0010_M_SLV_0070,78,78,78,80,ซิลวิโอ้,npc,male,silvio,,ขะ-ข้าคงจ่ายให้เจ้าตอนนี้ไม่ได้หรอก! แต่ถ้าเจ้าปลิดชีพข้าตอนนี้...,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
80,MS08A_F01_A2_0010_M_SLV_0080.wav,MS08A_F01_A2_0010_M_SLV_0080,79,79,79,81,ซิลวิโอ้,npc,male,silvio,,ก็เท่ากับเจ้าพ่ายแพ้วูล์ฟฟอร์ตโดยไม่ได้อะไรกลับมาเลย,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
81,MS08A_F01_A2_0010_M_SLV_0100.wav,MS08A_F01_A2_0010_M_SLV_0100,80,80,80,82,ซิลวิโอ้,npc,male,silvio,,หากเจ้าไว้ชีวิตข้า ข้าจะหาเงินมาใช้หนี้เจ้า คะ-คิดว่าไง? ตกลงไหม?,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
82,MS08A_F01_A3_0010_F_ABR_0010.wav,MS08A_F01_A3_0010_F_ABR_0010,81,81,81,83,Avlora,npc,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ข้ารู้ว่าท่านภักดีต่อฝ่าบาทเพียงใด,,,PENDING_MANUAL_GENERATION,,triangle-strategy
