line_no,file_name,self_id,cue,sequence,waveform,awb_stream,character_name,role,gender,voice_target,reference_audio,thai_text,pronunciation_note,prosody_note,status,tts_text,voice_project
14,MS05_X06_A1_0010_M_M229_0030.wav,MS05_X06_A1_0010_M_M229_0030,13,13,13,14,ผู้ติดตามซีมอน,generic,male,MALE_ADULT_C,assets/triangle-strategy/approved_voice_references/MALE_ADULT_C.wav,เรียกผู้รักษามา ให้ไวเลย!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
15,MS05_X06_A1_0010_M_SMN_0010.wav,MS05_X06_A1_0010_M_SMN_0010,14,14,14,15,ซีมอน,npc,male,symon,assets/triangle-strategy/approved_voice_references/symon.wav,เอสฟรอสต์โจมตีนครหลวงกลางดึกเนี่ยนะ!? บ้าแล้ว!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
16,MS05_X06_A1_0010_M_SMN_0020.wav,MS05_X06_A1_0010_M_SMN_0020,15,15,15,16,ซีมอน,npc,male,symon,assets/triangle-strategy/approved_voice_references/symon.wav,กุสตาดอล์ฟ... มีแผนชั่วอะไรของมันอีก?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
17,MS05_X06_A1_0010_M_SMN_0030.wav,MS05_X06_A1_0010_M_SMN_0030,16,16,16,17,ซีมอน,npc,male,symon,assets/triangle-strategy/approved_voice_references/symon.wav,ฝ่าบาท...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
18,MS05_X06_A1_0010_M_SMN_0040.wav,MS05_X06_A1_0010_M_SMN_0040,17,17,17,18,ซีมอน,npc,male,symon,assets/triangle-strategy/approved_voice_references/symon.wav,เอาชุดเกราะมาให้ข้า! ข้าจะไปช่วยฝ่าบาท!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
19,MS05_X06_A1_0010_M_SMN_0050.wav,MS05_X06_A1_0010_M_SMN_0050,18,18,18,19,ซีมอน,npc,male,symon,assets/triangle-strategy/approved_voice_references/symon.wav,อย่ามาห้ามข้านะ! ข้าปฏิญาณต่อฝ่าบาทไปแล้ว และมันเป็นสิ่งที่ข้าตั้งใจจะ-,,,PENDING_MANUAL_GENERATION,,triangle-strategy
20,MS05_X06_A1_0010_M_SMN_0060.wav,MS05_X06_A1_0010_M_SMN_0060,19,19,19,20,ซีมอน,npc,male,symon,assets/triangle-strategy/approved_voice_references/symon.wav,โอยยยยย!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
21,MS05_X06_A1_0010_M_SMN_0070.wav,MS05_X06_A1_0010_M_SMN_0070,20,20,20,21,ซีมอน,npc,male,symon,assets/triangle-strategy/approved_voice_references/symon.wav,บ้าจริง ข้ายังตายไม่ได้หรอกนะ! เซเรโนอา... เบเนดิกต์...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
22,MS05_X06_A2_0010_M_MB001T01_0010.wav,MS05_X06_A2_0010_M_MB001T01_0010,21,21,21,22,ผู้ติดตามวูล์ฟฟอร์ต,generic,male,MALE_ADULT_A,assets/triangle-strategy/approved_voice_references/MALE_ADULT_A.wav,เหมือนว่าจะเป็นเอสฟรอสต์ขอรับ... เขาบอกว่าอาร์ชดยุกเป็นคนนำทัพด้วยตัวเอง,,,PENDING_MANUAL_GENERATION,,triangle-strategy
23,MS05_X06_A2_0010_M_MB001T01_0020.wav,MS05_X06_A2_0010_M_MB001T01_0020,22,22,22,23,ผู้ติดตามวูล์ฟฟอร์ต,generic,male,MALE_ADULT_A,assets/triangle-strategy/approved_voice_references/MALE_ADULT_A.wav,ทำยังไงดีขอรับ นายท่าน?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
24,MS05_X06_A2_0010_M_MB001T01_0030.wav,MS05_X06_A2_0010_M_MB001T01_0030,23,23,23,24,ผู้ติดตามวูล์ฟฟอร์ต,generic,male,MALE_ADULT_A,assets/triangle-strategy/approved_voice_references/MALE_ADULT_A.wav,แล้วท่านจะไม่ไปช่วยนครหลวงเลยเหรอขอรับ? ชะตาอาณาจักรของเรากำลังแขวนอยู่บนเส้นด้ายนะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
25,MS05_X06_A2_0010_M_MB001T01_0040.wav,MS05_X06_A2_0010_M_MB001T01_0040,24,24,24,25,ผู้ติดตามวูล์ฟฟอร์ต,generic,male,MALE_ADULT_A,assets/triangle-strategy/approved_voice_references/MALE_ADULT_A.wav,ขอรับ นายท่าน,,,PENDING_MANUAL_GENERATION,,triangle-strategy
26,MS05_X06_A2_0010_M_SLV_0010.wav,MS05_X06_A2_0010_M_SLV_0010,25,25,25,26,ซิลวิโอ้,npc,male,silvio,,นครหลวงถูกโจมตีเหรอ? ฝีมือใครกัน?,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
27,MS05_X06_A2_0010_M_SLV_0020.wav,MS05_X06_A2_0010_M_SLV_0020,26,26,26,27,ซิลวิโอ้,npc,male,silvio,,กุสตาดอล์ฟ! แสดงว่าไม่ได้สู้กันเล่นๆแน่,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
28,MS05_X06_A2_0010_M_SLV_0030.wav,MS05_X06_A2_0010_M_SLV_0030,27,27,27,28,ซิลวิโอ้,npc,male,silvio,,การปกป้องราชวงศ์เป็นหน้าที่ของวูล์ฟฟอร์ต,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
29,MS05_X06_A2_0010_M_SLV_0040.wav,MS05_X06_A2_0010_M_SLV_0040,28,28,28,29,ซิลวิโอ้,npc,male,silvio,,พวกเรารอดูสถานการณ์กันดีกว่า,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
30,MS05_X06_A2_0010_M_SLV_0050.wav,MS05_X06_A2_0010_M_SLV_0050,29,29,29,30,ซิลวิโอ้,npc,male,silvio,,นั่นก็คือเหตุผลที่ข้าไม่ควรทำอะไรผลีผลามไง!,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
31,MS05_X06_A2_0010_M_SLV_0060.wav,MS05_X06_A2_0010_M_SLV_0060,30,30,30,31,ซิลวิโอ้,npc,male,silvio,,เอสฟรอสต์เป็นคู่ต่อสู้ที่แข็งแกร่งเกินกว่าที่ตระกูลเทลลิออร์จะรับมือไหวเชียวนะ!,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
32,MS05_X06_A2_0010_M_SLV_0070.wav,MS05_X06_A2_0010_M_SLV_0070,31,31,31,32,ซิลวิโอ้,npc,male,silvio,,เอาเวลาไปเสริมการป้องกัน แล้วนำข่าวสารมาแจ้งข้าดีกว่า,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
33,MS05_X06_BATTLE_01_AFTER_F_FRE_0010.wav,MS05_X06_BATTLE_01_AFTER_F_FRE_0010,32,32,32,33,เฟรเดอริก้า,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,ทำไมล่ะท่านพี่? พี่จะทำไปเพื่ออะไรกัน!?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
34,MS05_X06_BATTLE_01_AFTER_F_HEW_0010.wav,MS05_X06_BATTLE_01_AFTER_F_HEW_0010,33,33,33,34,ฮิวเอทท์,main,female,hughette,assets/triangle-strategy/approved_voice_references/hughette.wav,ทหารองครักษ์ถูกสังหารหมดแล้ว...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
35,MS05_X06_BATTLE_01_AFTER_M_BND_0010.wav,MS05_X06_BATTLE_01_AFTER_M_BND_0010,34,34,34,35,เบเนดิกต์,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,แสดงว่าศัตรูก็มาถึงที่นี่แล้วสินะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
36,MS05_X06_BATTLE_01_AFTER_M_RLN_0010.wav,MS05_X06_BATTLE_01_AFTER_M_RLN_0010,35,35,35,36,โรแลนด์,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,บ้าจริง! ขอร้องล่ะ...ขอให้ครอบครัวของข้าปลอดภัยทีเถอะ!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
37,MS05_X06_BATTLE_01_AFTER_M_RLN_0020.wav,MS05_X06_BATTLE_01_AFTER_M_RLN_0020,36,36,36,37,โรแลนด์,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,เสียงมาจากห้องบัลลังก์!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
38,MS05_X06_BATTLE_01_AFTER_M_SEL_0010.wav,MS05_X06_BATTLE_01_AFTER_M_SEL_0010,37,37,37,38,เซเรโนอา,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,เสียงอะไรน่ะ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
39,MS05_X06_BATTLE_01_AFTER_M_SEL_0020.wav,MS05_X06_BATTLE_01_AFTER_M_SEL_0020,38,38,38,39,เซเรโนอา,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,สงสัยจะทำลายประตูได้แล้ว เร็วเข้า!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
40,MS05_X06_BATTLE_01_BEFORE_F_FRE_0010.wav,MS05_X06_BATTLE_01_BEFORE_F_FRE_0010,39,39,39,40,เฟรเดอริก้า,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,พี่ของข้าไม่มีทางสั่งเช่นนั้นหรอก!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
41,MS05_X06_BATTLE_01_BEFORE_M_M233_0010.wav,MS05_X06_BATTLE_01_BEFORE_M_M233_0010,40,40,40,41,ทหารเอสฟรอสต์,generic,male,MALE_ANGER_STRONG_01,assets/triangle-strategy/approved_voice_references/MALE_ANGER_STRONG_01.wav,ทหารข้าศึก!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
42,MS05_X06_BATTLE_01_BEFORE_M_M233_0020.wav,MS05_X06_BATTLE_01_BEFORE_M_M233_0020,41,41,41,42,ทหารเอสฟรอสต์,generic,male,MALE_ANGER_STRONG_01,assets/triangle-strategy/approved_voice_references/MALE_ANGER_STRONG_01.wav,นั่นองค์ชายโรแลนด์นี่!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
43,MS05_X06_BATTLE_01_BEFORE_M_M233_0030.wav,MS05_X06_BATTLE_01_BEFORE_M_M233_0030,42,42,42,43,ทหารเอสฟรอสต์,generic,male,MALE_ANGER_STRONG_01,assets/triangle-strategy/approved_voice_references/MALE_ANGER_STRONG_01.wav,อาร์ชดยุกสั่งให้พวกเราฆ่าเชื้อพระวงศ์ให้หมด เจ้าหนีไม่รอดแน่!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
44,MS05_X06_BATTLE_01_BEFORE_M_M233_0040.wav,MS05_X06_BATTLE_01_BEFORE_M_M233_0040,43,43,43,44,ทหารเอสฟรอสต์,generic,male,MALE_ANGER_STRONG_01,assets/triangle-strategy/approved_voice_references/MALE_ANGER_STRONG_01.wav,พูดจาไม่อายปากเลยนะ ไอ้พวกคนทรยศ!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
45,MS05_X06_BATTLE_01_BEFORE_M_M233_0050.wav,MS05_X06_BATTLE_01_BEFORE_M_M233_0050,44,44,44,45,ทหารเอสฟรอสต์,generic,male,MALE_ANGER_STRONG_01,assets/triangle-strategy/approved_voice_references/MALE_ANGER_STRONG_01.wav,เกลนบรู๊คเป็นฝ่ายฉีกข้อตกลงก่อน! พวกเราก็มีสิทธิที่จะเอาคืนเหมือนกัน!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
46,MS05_X06_BATTLE_01_BEFORE_M_RLN_0010.wav,MS05_X06_BATTLE_01_BEFORE_M_RLN_0010,45,45,45,46,โรแลนด์,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,อาร์ชดยุกสั่งอะไรนะ!?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
47,MS05_X06_BATTLE_01_BEFORE_M_RLN_0020.wav,MS05_X06_BATTLE_01_BEFORE_M_RLN_0020,46,46,46,47,โรแลนด์,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,ถูกต้อง! ข้าไม่อยากฟังเรื่องเหลวไหลของเจ้าแล้ว!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
48,MS05_X06_BATTLE_01_BEFORE_M_SEL_0010.wav,MS05_X06_BATTLE_01_BEFORE_M_SEL_0010,47,47,47,48,เซเรโนอา,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,พวกเราถูกพบแล้ว!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
49,MS05_X06_BATTLE_01_BEFORE_M_SEL_0020.wav,MS05_X06_BATTLE_01_BEFORE_M_SEL_0020,48,48,48,49,เซเรโนอา,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,เกลนบรู๊คกับเอสฟรอสต์ควรจะเป็นพันธมิตรกันสิ!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
50,MS05_X06_BATTLE_01_BEFORE_M_SEL_0030.wav,MS05_X06_BATTLE_01_BEFORE_M_SEL_0030,49,49,49,50,เซเรโนอา,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,อาร์ชดยุกหักหลังเราทำไม?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
51,MS05_X06_BATTLE_01_BEFORE_M_SEL_0040.wav,MS05_X06_BATTLE_01_BEFORE_M_SEL_0040,50,50,50,51,เซเรโนอา,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,หา? พวกเรายังไม่ทันได้ทำอะไรเลย!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
52,MS05_X06_BATTLE_01_BEFORE_M_SEL_0050.wav,MS05_X06_BATTLE_01_BEFORE_M_SEL_0050,51,51,51,52,เซเรโนอา,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,เตรียมพร้อมสู้ได้เลย สหายข้า!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
53,MS05_X06_BATTLE_01_DRAMA_F_FRE_0010.wav,MS05_X06_BATTLE_01_DRAMA_F_FRE_0010,52,52,52,53,เฟรเดอริก้า,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,ทำไมล่ะ... ทำไมเอสฟรอสต์ถึงต้องทำเช่นนี้ด้วย?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
54,MS05_X06_BATTLE_01_DRAMA_F_FRE_0020.wav,MS05_X06_BATTLE_01_DRAMA_F_FRE_0020,53,53,53,54,เฟรเดอริก้า,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,ข้าไปต่อไม่ไหวแล้ว... อภัยให้ข้าด้วยนะ องค์ชายโรแลนด์...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
55,MS05_X06_BATTLE_01_DRAMA_F_HEW_0010.wav,MS05_X06_BATTLE_01_DRAMA_F_HEW_0010,54,54,54,55,ฮิวเอทท์,main,female,hughette,assets/triangle-strategy/approved_voice_references/hughette.wav,ข้าขออภัยด้วยในฐานะทหารองครักษ์... องค์ชายเจ้าคะ...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
56,MS05_X06_BATTLE_01_DRAMA_F_HEW_0020.wav,MS05_X06_BATTLE_01_DRAMA_F_HEW_0020,55,55,55,56,ฮิวเอทท์,main,female,hughette,assets/triangle-strategy/approved_voice_references/hughette.wav,พวกทหารเอสฟรอสต์ไม่ควรมาไกลขนาดนี้สิ... เกิดอะไรขึ้นกับทหารองครักษ์เนี่ย?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
57,MS05_X06_BATTLE_01_DRAMA_M_BND_0010.wav,MS05_X06_BATTLE_01_DRAMA_M_BND_0010,56,56,56,57,เบเนดิกต์,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,ดูจากจำนวนของพวกเขา แสดงว่าวางแผนมาระยะหนึ่งแล้วสินะ...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
58,MS05_X06_BATTLE_01_DRAMA_M_BND_0020.wav,MS05_X06_BATTLE_01_DRAMA_M_BND_0020,57,57,57,58,เบเนดิกต์,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,องค์ชาย ข้าขออภัยที่ช่วยไม่ได้นะขอรับ... แต่ท่านต้องไปให้ถึงฝ่าบาทนะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
59,MS05_X06_BATTLE_01_DRAMA_M_MS05X06B01M01_0010.wav,MS05_X06_BATTLE_01_DRAMA_M_MS05X06B01M01_0010,58,58,58,59,นายทหารเอสฟรอสต์,generic,male,MALE_ADULT_C,assets/triangle-strategy/approved_voice_references/MALE_ADULT_C.wav,อย่าให้พวกมันเข้าปราสาทได้!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
60,MS05_X06_BATTLE_01_DRAMA_M_MS05X06B01M01_0020.wav,MS05_X06_BATTLE_01_DRAMA_M_MS05X06B01M01_0020,59,59,59,60,นายทหารเอสฟรอสต์,generic,male,MALE_ADULT_C,assets/triangle-strategy/approved_voice_references/MALE_ADULT_C.wav,ยิงได้เลย! ใครสังหารองค์ชายโรแลนด์ได้ ข้ามีรางวัลให้!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
61,MS05_X06_BATTLE_01_DRAMA_M_MS05X06B01M01_0030.wav,MS05_X06_BATTLE_01_DRAMA_M_MS05X06B01M01_0030,60,60,60,61,นายทหารเอสฟรอสต์,generic,male,MALE_ADULT_C,assets/triangle-strategy/approved_voice_references/MALE_ADULT_C.wav,พวกมันแข็งแกร่งมาก... จะปล่อยให้พวกมันไปไกลกว่านี้ไม่ได้นะ!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
62,MS05_X06_BATTLE_01_DRAMA_M_MS05X06B01M01_0040.wav,MS05_X06_BATTLE_01_DRAMA_M_MS05X06B01M01_0040,61,61,61,62,นายทหารเอสฟรอสต์,generic,male,MALE_ADULT_C,assets/triangle-strategy/approved_voice_references/MALE_ADULT_C.wav,ตามองค์ชายไป! อย่าให้เขาหนีรอด!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
63,MS05_X06_BATTLE_01_DRAMA_M_RLN_0010.wav,MS05_X06_BATTLE_01_DRAMA_M_RLN_0010,62,62,62,63,โรแลนด์,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,พ่อของข้าตกอยู่ในอันตราย! อย่าพึ่งสนใจข้าศึก เราต้องฝ่าสวนนี้ไปนะ!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
64,MS05_X06_BATTLE_01_DRAMA_M_RLN_0020.wav,MS05_X06_BATTLE_01_DRAMA_M_RLN_0020,63,63,63,64,โรแลนด์,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,ข้าฝากเจ้าพาพวกเราออกไปที่นี่ด้วยนะ เซเรโนอา!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
65,MS05_X06_BATTLE_01_DRAMA_M_RLN_0030.wav,MS05_X06_BATTLE_01_DRAMA_M_RLN_0030,64,64,64,65,โรแลนด์,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,ใกล้ถึงแล้วทุกคน! ข้าขอร้องล่ะ อดทนอีกสักหน่อยนะ!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
66,MS05_X06_BATTLE_01_DRAMA_M_RLN_0040.wav,MS05_X06_BATTLE_01_DRAMA_M_RLN_0040,65,65,65,66,โรแลนด์,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,กล้าดียังไงมารุกรานบ้านข้า! ไสหัวไปซะ ไอ้เอสฟรอสต์เวร ไม่งั้นหัวหลุดออกจากบ่าแน่!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
67,MS05_X06_BATTLE_01_DRAMA_M_RLN_0050.wav,MS05_X06_BATTLE_01_DRAMA_M_RLN_0050,66,66,66,67,โรแลนด์,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,หนอย! ยังมีอีกหรอเนี่ย...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
68,MS05_X06_BATTLE_01_DRAMA_M_RLN_0060.wav,MS05_X06_BATTLE_01_DRAMA_M_RLN_0060,67,67,67,68,โรแลนด์,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,ท่านพ่อ... ท่านพี่... น้องข้า... ข้ากำลังไปนะ ขอให้พวกท่านปลอดภัยด้วยเถอะ!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
69,MS05_X06_BATTLE_01_DRAMA_M_RLN_0065.wav,MS05_X06_BATTLE_01_DRAMA_M_RLN_0065,68,68,68,69,โรแลนด์,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,บ้าจริง พวกเราไม่มีเวลาแล้วนะ!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
70,MS05_X06_BATTLE_01_DRAMA_M_RLN_0070.wav,MS05_X06_BATTLE_01_DRAMA_M_RLN_0070,69,69,69,70,โรแลนด์,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,ปะ-เป็นไปได้ยังไง...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
71,MS05_X06_BATTLE_01_DRAMA_M_RLN_0080.wav,MS05_X06_BATTLE_01_DRAMA_M_RLN_0080,70,70,70,71,โรแลนด์,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,ท่านพ่อ... ท่านพี่... คอร์เดเลีย...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
72,MS05_X06_BATTLE_01_DRAMA_M_RLN_0090.wav,MS05_X06_BATTLE_01_DRAMA_M_RLN_0090,71,71,71,72,โรแลนด์,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,ถอยกลับไปอยู่ในที่ปลอดภัยก่อน เฟรเดอริก้า! เจ้าทำดีมากแล้ว!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
73,MS05_X06_BATTLE_01_DRAMA_M_RLN_0100.wav,MS05_X06_BATTLE_01_DRAMA_M_RLN_0100,72,72,72,73,โรแลนด์,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,เจ้าพาข้ามาไกลขนาดนี้ก็ดีมากแล้ว เบเนดิกต์ ข้าจะตามหาฝ่าบาท สาบานเลย!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
74,MS05_X06_BATTLE_01_DRAMA_M_RLN_0110.wav,MS05_X06_BATTLE_01_DRAMA_M_RLN_0110,73,73,73,74,โรแลนด์,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,ทำดีมากสหายข้า เดี๋ยวจะรับช่วงต่อให้เอง!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
