line_no,file_name,self_id,cue,sequence,waveform,awb_stream,character_name,role,gender,voice_target,reference_audio,thai_text,pronunciation_note,prosody_note,status,tts_text,voice_project
19,MS10A_F01_C0_0020_F_HEW_0020.wav,MS10A_F01_C0_0020_F_HEW_0020,18,18,18,19,Hughette,main,female,hughette,assets/triangle-strategy/approved_voice_references/hughette.wav,นี่เจ้าจะสื่อว่ามีบางสิ่งชั่วร้ายอยู่เบื้องหลังงั้นเหรอ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
20,MS10A_F01_C0_0020_M_BND_0010.wav,MS10A_F01_C0_0020_M_BND_0010,19,19,19,20,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,หากเป็นเช่นนั้น อีกไม่นานก็คงจะถึงเวลาตัดสินแล้ว ว่าเราจะภักดีต่อไฮแซนต์หรือไม่...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
21,MS10A_F01_C0_0020_M_RLN_0010.wav,MS10A_F01_C0_0020_M_RLN_0010,20,20,20,21,Roland,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,อาณาจักรนี้...ก็อบอุ่นดีนี่ ไม่ใช่เหรอ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
22,MS10A_F01_C0_0020_M_RLN_0020.wav,MS10A_F01_C0_0020_M_RLN_0020,21,21,21,22,Roland,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,ทุกคนยิ้มแย้มแจ่มใส ไม่มีใครเศร้าหมองกันเลย,,,PENDING_MANUAL_GENERATION,,triangle-strategy
23,MS10A_F01_C0_0020_M_RLN_0030.wav,MS10A_F01_C0_0020_M_RLN_0030,22,22,22,23,Roland,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,จนข้าคิดว่าความริษยาและความเหลื่อมล้ำ น่าจะเป็นเพียงเรื่องเพ้อฝันของที่นี่,,,PENDING_MANUAL_GENERATION,,triangle-strategy
24,MS10A_F01_C0_0020_M_RLN_0040.wav,MS10A_F01_C0_0020_M_RLN_0040,23,23,23,24,Roland,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,ข้าควรเอาเป็นเยี่ยงอย่างสินะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
25,MS10A_F01_C0_0020_M_RLN_0050.wav,MS10A_F01_C0_0020_M_RLN_0050,24,24,24,25,Roland,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,ไม่ชอบมาพากลเหรอ? ยังไงล่ะ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
26,MS10A_F01_C0_0020_M_RLN_0060.wav,MS10A_F01_C0_0020_M_RLN_0060,25,25,25,26,Roland,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,ข้ารู้ว่าเจ้าลังเล...แต่ข้าคิดว่ามันโคมลอยไปหน่อย,,,PENDING_MANUAL_GENERATION,,triangle-strategy
27,MS10A_F01_C0_0020_M_RLN_0070.wav,MS10A_F01_C0_0020_M_RLN_0070,26,26,26,27,Roland,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,อาณาจักรที่ดูแลประชาชน ย่อมได้รับการดูแลจากประชาชนกลับมาเช่นกัน ไม่เห็นต้องทำให้มันซับซ้อนไปกว่านี้เลย,,,PENDING_MANUAL_GENERATION,,triangle-strategy
28,MS10A_F01_C0_0020_M_RLN_0080.wav,MS10A_F01_C0_0020_M_RLN_0080,27,27,27,28,Roland,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,อืม ทุกคนลือกันหมดว่ารัฐมนตรีซอสเลย์พยายามทำให้ตระกูลวูล์ฟฟอร์ตเชื่อฟังเขา,,,PENDING_MANUAL_GENERATION,,triangle-strategy
29,MS10A_F01_C0_0020_M_RLN_0090.wav,MS10A_F01_C0_0020_M_RLN_0090,28,28,28,29,Roland,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,ข้าขอเดินชมเมืองอีกสักหน่อยแล้วกัน เดี๋ยวกลับมานะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
30,MS10A_F01_C0_0020_M_SEL_0010.wav,MS10A_F01_C0_0020_M_SEL_0010,29,29,29,30,Serenoa,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,แล้ว ท่านพบอะไรที่มีประโยชน์ต่อเราบ้างไหม?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
31,MS10A_F01_C0_0020_M_SEL_0020.wav,MS10A_F01_C0_0020_M_SEL_0020,30,30,30,31,Serenoa,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,ข่าวกระจายเร็วกว่าที่คิดนะเนี่ย นี่อาจจะเป็นเหตุผลที่เราถูกเรียกไปพบก็ได้,,,PENDING_MANUAL_GENERATION,,triangle-strategy
32,MS10A_F01_C0_0030_F_FRE_0010.wav,MS10A_F01_C0_0030_F_FRE_0010,31,31,31,32,Frederica,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,เซเรโนอา...เจ้าจะส่งชาวโรเซลล์ให้กับไฮแซนต์จริงๆเหรอ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
33,MS10A_F01_C0_0030_F_FRE_0020.wav,MS10A_F01_C0_0030_F_FRE_0020,32,32,32,33,Frederica,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,เป็นแผนของท่านมาตั้งแต่ต้นเลยไม่ใช่เหรอ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
34,MS10A_F01_C0_0030_F_FRE_0030.wav,MS10A_F01_C0_0030_F_FRE_0030,33,33,33,34,Frederica,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,เราทำตามที่ท่านขอ และเปิดโปงความผิดของซอสเลย์ไปแล้ว ท่านรู้มาตลอดเลยสินะว่ามันจะไม่จบแค่นั้น,,,PENDING_MANUAL_GENERATION,,triangle-strategy
35,MS10A_F01_C0_0030_M_BND_0010.wav,MS10A_F01_C0_0030_M_BND_0010,34,34,34,35,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,ท่านหญิงเฟรเดอริก้า ท่านคงทราบเรื่องที่ลอร์ดซีมอนสาบานจะปกป้องพวกเขาใช่ไหมขอรับ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
36,MS10A_F01_C0_0030_M_BND_0020.wav,MS10A_F01_C0_0030_M_BND_0020,35,35,35,36,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,แต่น่าเสียดายที่ตอนนี้ตระกูลของเราไม่เป็นเช่นเดิมอีกต่อไปแล้ว...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
37,MS10A_F01_C0_0030_M_BND_0030.wav,MS10A_F01_C0_0030_M_BND_0030,36,36,36,37,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,ยังไม่ได้เลยขอรับ แต่ข้ารับปากว่าท่านจะได้คำตอบแน่นอน,,,PENDING_MANUAL_GENERATION,,triangle-strategy
38,MS10A_F01_C0_0030_M_EGS_0010.wav,MS10A_F01_C0_0030_M_EGS_0010,37,37,37,38,Exharme,npc,male,exharme,assets/triangle-strategy/approved_voice_references/exharme.wav,อ้าวสหายข้า ขออภัยที่ต้องมาพบกันด้วยสถานการณ์เลวร้ายเช่นนี้นะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
39,MS10A_F01_C0_0030_M_EGS_0020.wav,MS10A_F01_C0_0030_M_EGS_0020,38,38,38,39,Exharme,npc,male,exharme,assets/triangle-strategy/approved_voice_references/exharme.wav,เลือกลำบากเลยล่ะสิท่า ข้าไม่อยากให้เกิดขึ้นกับตัวเองเลย ตอนนี้ตัดสินใจได้หรือยังล่ะ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
40,MS10A_F01_C0_0030_M_EGS_0030.wav,MS10A_F01_C0_0030_M_EGS_0030,39,39,39,40,Exharme,npc,male,exharme,assets/triangle-strategy/approved_voice_references/exharme.wav,แผนอะไร?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
41,MS10A_F01_C0_0030_M_EGS_0040.wav,MS10A_F01_C0_0030_M_EGS_0040,40,40,40,41,Exharme,npc,male,exharme,assets/triangle-strategy/approved_voice_references/exharme.wav,ถ้าพวกท่านกำลังเข้าใจผิด ข้าจะขอชี้แนะพวกท่านสักหน่อยแล้วกัน,,,PENDING_MANUAL_GENERATION,,triangle-strategy
42,MS10A_F01_C0_0030_M_EGS_0050.wav,MS10A_F01_C0_0030_M_EGS_0050,41,41,41,42,Exharme,npc,male,exharme,assets/triangle-strategy/approved_voice_references/exharme.wav,ตอนนี้พวกท่านไม่ใช่เหยี่ยวสูงส่งเหมือนแต่ก่อนแล้ว พวกท่านคือแร้งที่คอยจิกกินซากศพของซอสเลย์ต่างหาก,,,PENDING_MANUAL_GENERATION,,triangle-strategy
43,MS10A_F01_C0_0030_M_EGS_0060.wav,MS10A_F01_C0_0030_M_EGS_0060,42,42,42,43,Exharme,npc,male,exharme,assets/triangle-strategy/approved_voice_references/exharme.wav,ข้าพูดจากประสบการณ์ ที่ข้าบอกว่าตำแหน่งผู้ศักดิ์สิทธิ์นั้นสำคัญยิ่ง ท่านเตรียมพร้อมหรือยังล่ะ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
44,MS10A_F01_C0_0030_M_EGS_0070.wav,MS10A_F01_C0_0030_M_EGS_0070,43,43,43,44,Exharme,npc,male,exharme,assets/triangle-strategy/approved_voice_references/exharme.wav,แน่นอนว่าท่านคงต้องการจะหลุดพ้นจากโซ่ที่ตรวนท่านไว้ และสยายปีกบินอย่างอิสระเสรี,,,PENDING_MANUAL_GENERATION,,triangle-strategy
45,MS10A_F01_C0_0030_M_EGS_0080.wav,MS10A_F01_C0_0030_M_EGS_0080,44,44,44,45,Exharme,npc,male,exharme,assets/triangle-strategy/approved_voice_references/exharme.wav,ท่านจำเป็นต้องหลั่งเลือดเนื้อของศัตรู มิตรสหาย และตัวท่านเอง อิสรภาพของท่านกำลังรออยู่บนสุดทางเดินแห่งความตาย,,,PENDING_MANUAL_GENERATION,,triangle-strategy
46,MS10A_F01_C0_0030_M_EGS_0090.wav,MS10A_F01_C0_0030_M_EGS_0090,45,45,45,46,Exharme,npc,male,exharme,assets/triangle-strategy/approved_voice_references/exharme.wav,หากท่านไม่พร้อมทำใจเสียสละบนเส้นทางนั้น...ก็เลิกเสแสร้งแล้วคุกเข่าขอร้องพวกเราซะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
47,MS10A_F01_C0_0030_M_ELA_0010.wav,MS10A_F01_C0_0030_M_ELA_0010,46,46,46,47,Erador,main,male,erador,assets/triangle-strategy/approved_voice_references/erador.wav,พวกเขารู้จุดอ่อนของเรา พวกเขารู้ความเป็นมาของพวกเราทั้งหมดก่อนที่จะลงมือเล่นงาน,,,PENDING_MANUAL_GENERATION,,triangle-strategy
48,MS10A_F01_C0_0030_M_ELA_0020.wav,MS10A_F01_C0_0030_M_ELA_0020,47,47,47,48,Erador,main,male,erador,assets/triangle-strategy/approved_voice_references/erador.wav,ดูพูดจาเข้าสิ!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
49,MS10A_F01_C0_0030_M_RLN_0010.wav,MS10A_F01_C0_0030_M_RLN_0010,48,48,48,49,Roland,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,แล้วนั่นคือเหตุผลที่เราต้องทิ้งศักดิ์ศรีของตัวเองไปด้วยเหรอ? พ่อของข้าก็ปกป้องพวกเขาด้วยเช่นกันนะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
50,MS10A_F01_C0_0030_M_RLN_0020.wav,MS10A_F01_C0_0030_M_RLN_0020,49,49,49,50,Roland,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,เตรียมพร้อม? เรื่องอะไรอีก?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
51,MS10A_F01_C0_0030_M_RLN_0030.wav,MS10A_F01_C0_0030_M_RLN_0030,50,50,50,51,Roland,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,ขอร้องหรือนองเลือด... แย่ทั้งคู่เลย,,,PENDING_MANUAL_GENERATION,,triangle-strategy
52,MS10A_F01_C0_0030_M_SEL_0010.wav,MS10A_F01_C0_0030_M_SEL_0010,51,51,51,52,Serenoa,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,ข้าไม่รู้เหมือนกัน...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
53,MS10A_F01_C0_1010_M_BND_0010.wav,MS10A_F01_C0_1010_M_BND_0010,55,55,55,56,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,เรื่องนั้นพวกเราผิดเองขอรับ...แต่มันก็เป็นเรื่องยากต่อการตัดสินใจเช่นกัน,,,PENDING_MANUAL_GENERATION,,triangle-strategy
54,MS10A_F01_C0_1010_M_BND_0020.wav,MS10A_F01_C0_1010_M_BND_0020,56,56,56,57,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,นายท่านขอรับ แบบนี้มัน-!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
55,MS10A_F01_C0_1010_M_EGS_0010.wav,MS10A_F01_C0_1010_M_EGS_0010,57,57,57,58,Exharme,npc,male,exharme,assets/triangle-strategy/approved_voice_references/exharme.wav,รัฐมนตรีซอสเลย์ ช่วยระวังคำพูดของท่านต่อหน้าพระองค์ด้วยนะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
56,MS10A_F01_C0_1010_M_EGS_0020.wav,MS10A_F01_C0_1010_M_EGS_0020,58,58,58,59,Exharme,npc,male,exharme,assets/triangle-strategy/approved_voice_references/exharme.wav,ข้าขอขอบคุณท่านแทนชาวไฮแซนต์ทุกคน ที่ช่วยขจัดความทุจริตออกไปจากอาณาจักรของเรา,,,PENDING_MANUAL_GENERATION,,triangle-strategy
57,MS10A_F01_C0_1010_M_IDO_0010.wav,MS10A_F01_C0_1010_M_IDO_0010,59,59,59,60,อีดอร์,npc,male,idore,,ดีมาก เช่นนั้นเราเริ่มกันเลยดีกว่า...,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
58,MS10A_F01_C0_1010_M_IDO_0020.wav,MS10A_F01_C0_1010_M_IDO_0020,60,60,60,61,อีดอร์,npc,male,idore,,ในนามแห่งหัวหน้านักบวชและเทพธิดา ข้าขอเริ่มดำเนินการไต่สวน เรื่องการใช้เกลือแห่งอาณาจักรในทางที่ผิด,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
59,MS10A_F01_C0_1010_M_IDO_0030.wav,MS10A_F01_C0_1010_M_IDO_0030,61,61,61,62,อีดอร์,npc,male,idore,,เราจะเริ่มจาก เซเรโนอา วูล์ฟฟอร์ต เป็นคนแรก,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
60,MS10A_F01_C0_1010_M_IDO_0040.wav,MS10A_F01_C0_1010_M_IDO_0040,62,62,62,63,อีดอร์,npc,male,idore,,ซอสเลย์ เอนด์ ท่านถูกกล่าวหาว่าละเลยพรแห่งเทพธิดา และใช้อำนาจเพื่อสนองสุขมิรู้สิ้นของตน,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
61,MS10A_F01_C0_1010_M_IDO_0050.wav,MS10A_F01_C0_1010_M_IDO_0050,63,63,63,64,อีดอร์,npc,male,idore,,เซเรโนอา วูล์ฟฟอร์ต ท่านถูกกล่าวหาว่าเป็นผู้สมรู้ร่วมคิดในแผนการของเขา และทำให้มือของตนแปดเปื้อนจากการขนส่งสินค้าที่ได้รับมาอย่างผิดกฎหมาย,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
62,MS10A_F01_C0_1010_M_IDO_0060.wav,MS10A_F01_C0_1010_M_IDO_0060,64,64,64,65,อีดอร์,npc,male,idore,,หากพวกท่านพูดคุยกันจบแล้ว เรามาไต่สวนกันต่อ...ลอร์ดเซเรโนอา ท่านมีส่วนร่วมในการกระทำผิดของซอสเลย์ด้วยหรือไม่?,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
63,MS10A_F01_C0_1010_M_IDO_0070.wav,MS10A_F01_C0_1010_M_IDO_0070,65,65,65,66,อีดอร์,npc,male,idore,,โปรดเข้าใจด้วยว่าการพูดเท็จถือเป็นการดูหมิ่นเทพธิดาผู้ทรงเมตตา ด้วยเหตุนั้นท่านจะถูกลงโทษเช่นกัน,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
64,MS10A_F01_C0_1010_M_IDO_0080.wav,MS10A_F01_C0_1010_M_IDO_0080,66,66,66,67,อีดอร์,npc,male,idore,,แต่สุดท้ายพวกท่านก็มีส่วนร่วมในการทุจริตอยู่ดี ซึ่งพวกท่านต้องรับผิดชอบในความผิดนี้ด้วย,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
65,MS10A_F01_C0_1010_M_IDO_0090.wav,MS10A_F01_C0_1010_M_IDO_0090,67,67,67,68,อีดอร์,npc,male,idore,,เห็นได้ชัดว่าท่านรักประชาชนจากใจจริง,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
66,MS10A_F01_C0_1010_M_IDO_0100.wav,MS10A_F01_C0_1010_M_IDO_0100,68,68,68,69,อีดอร์,npc,male,idore,,เอาล่ะ ข้าจะลองเจรจากับหัวหน้านักบวชแทนท่านเอง,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
67,MS10A_F01_C0_1010_M_IDO_0110.wav,MS10A_F01_C0_1010_M_IDO_0110,69,69,69,70,อีดอร์,npc,male,idore,,เซเรโนอา วูล์ฟฟอร์ต จงสดับฟังถ้อยคำของพระองค์เสียเถิด,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
68,MS10A_F01_C0_1010_M_IDO_0120.wav,MS10A_F01_C0_1010_M_IDO_0120,70,70,70,71,อีดอร์,npc,male,idore,,ตระกูลของท่านปกป้องใจกลางนอร์เซเลีย ความเคร่งครัดในหน้าที่ของท่านเป็นที่รู้จักกันทั่วหล้าฟ้าเขียว,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
69,MS10A_F01_C0_1010_M_IDO_0130.wav,MS10A_F01_C0_1010_M_IDO_0130,71,71,71,72,อีดอร์,npc,male,idore,,พระองค์ทรงเชื่อว่าการสูญเสียบ้านเมืองให้กับเอสฟรอสต์ถือเป็นเรื่องใหญ่หลวง,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
70,MS10A_F01_C0_1010_M_IDO_0140.wav,MS10A_F01_C0_1010_M_IDO_0140,72,72,72,73,อีดอร์,npc,male,idore,,และตอนนี้ตำแหน่งเจ็ดผู้ศักดิ์สิทธิ์ยังว่างอยู่ ท่านสามารถรับช่วงต่อจากเขาได้หากต้องการ,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
71,MS10A_F01_C0_1010_M_IDO_0150.wav,MS10A_F01_C0_1010_M_IDO_0150,73,73,73,74,อีดอร์,npc,male,idore,,อย่างไรก็ตาม,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
72,MS10A_F01_C0_1010_M_IDO_0160.wav,MS10A_F01_C0_1010_M_IDO_0160,74,74,74,75,อีดอร์,npc,male,idore,,เรื่องชาวโรเซลล์ในเขตแดนของท่านน่ะ...,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
73,MS10A_F01_C0_1010_M_IDO_0170.wav,MS10A_F01_C0_1010_M_IDO_0170,75,75,75,76,อีดอร์,npc,male,idore,,พระองค์ต้องการให้พวกเขากลับมาในสถานที่ที่พวกเขาควรอยู่,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
74,MS10A_F01_C0_1010_M_IDO_0180.wav,MS10A_F01_C0_1010_M_IDO_0180,76,76,76,77,อีดอร์,npc,male,idore,,ในแดนศักดิ์สิทธิ์ของเรา นาเกลือคือบ้านของพวกเขาผู้เป็นลูกหลานบรรพบุรุษชั่วช้าสามานย์,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
75,MS10A_F01_C0_1010_M_IDO_0190.wav,MS10A_F01_C0_1010_M_IDO_0190,77,77,77,78,อีดอร์,npc,male,idore,,หน้าที่ของพวกเขาคือการอุทิศตนแด่เทพธิดา เพื่อชำระบาปของบรรพบุรุษให้หมดสิ้นไป,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
