line_no,file_name,self_id,cue,sequence,waveform,awb_stream,character_name,role,gender,voice_target,reference_audio,thai_text,pronunciation_note,prosody_note,status,tts_text,voice_project
15,MS13_H01_A0_0010_F_ABR_0150.wav,MS13_H01_A0_0010_F_ABR_0150,14,14,14,15,Avlora,npc,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,...ในฐานะผู้บัญชาการแห่งทัพเอสฟรอสต์ ข้าคงเมินเฉยต่อคำร้องขอของท่านไม่ได้,,,PENDING_MANUAL_GENERATION,,triangle-strategy
16,MS13_H01_A0_0010_F_ABR_0160.wav,MS13_H01_A0_0010_F_ABR_0160,15,15,15,16,Avlora,npc,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ท่านไม่กลัวข้าเอาเรื่องนี้ไปบอกอาร์ชดยุกเหรอ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
17,MS13_H01_A0_0010_F_ABR_0170.wav,MS13_H01_A0_0010_F_ABR_0170,16,16,16,17,Avlora,npc,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,กล้าเสี่ยงจริงนะเจ้าคะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
18,MS13_H01_A0_0010_F_ABR_0180.wav,MS13_H01_A0_0010_F_ABR_0180,17,17,17,18,Avlora,npc,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ฮ่าๆๆ! แสดงว่าท่านกำลังเดิมพันด้วยศักดิ์ศรีของข้าสินะ ปฏิเสธไปคงทำให้ข้าเสียชื่อเปล่าๆ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
19,MS13_H01_A0_0010_F_ABR_0190.wav,MS13_H01_A0_0010_F_ABR_0190,18,18,18,19,Avlora,npc,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ยังไงซะข้าคงต้องปกป้องอาณาจักรก่อน ส่วนเรื่องที่ข้าจะร่วมมือกับท่านคงต้องคุยกันอีกที,,,PENDING_MANUAL_GENERATION,,triangle-strategy
20,MS13_H01_A0_0010_F_ABR_0200.wav,MS13_H01_A0_0010_F_ABR_0200,19,19,19,20,Avlora,npc,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ข้าขอเตือนไว้ก่อนนะเจ้าคะ ไฮแซนต์และอาร์ชดยุกเคยผ่านศึกสงครามมาก่อน,,,PENDING_MANUAL_GENERATION,,triangle-strategy
21,MS13_H01_A0_0010_F_ABR_0210.wav,MS13_H01_A0_0010_F_ABR_0210,20,20,20,21,Avlora,npc,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ศึกครั้งนี้จะไม่ง่าย และอาจยืดเยื้อเป็นเวลาหลายปี,,,PENDING_MANUAL_GENERATION,,triangle-strategy
22,MS13_H01_A0_0010_F_ABR_0220.wav,MS13_H01_A0_0010_F_ABR_0220,21,21,21,22,Avlora,npc,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ข้าชื่นชมในความตั้งใจของท่าน และข้าจะช่วยทำให้มันสัมฤทธิ์ผลเอง,,,PENDING_MANUAL_GENERATION,,triangle-strategy
23,MS13_H01_A0_0010_F_ABR_0230.wav,MS13_H01_A0_0010_F_ABR_0230,22,22,22,23,Avlora,npc,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,ข้าจะเป็นโล่และดาบให้ท่านเจ้าค่ะ...องค์ราชินีของข้า,,,PENDING_MANUAL_GENERATION,,triangle-strategy
24,MS13_H01_A0_0010_F_CRD_0010.wav,MS13_H01_A0_0010_F_CRD_0010,23,23,23,24,Cordelia,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,...สงครามจะเริ่มแล้วสินะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
25,MS13_H01_A0_0010_F_CRD_0020.wav,MS13_H01_A0_0010_F_CRD_0020,24,24,24,25,Cordelia,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,พอได้แล้ว ผู้บัญชาการอัฟโลร่า,,,PENDING_MANUAL_GENERATION,,triangle-strategy
26,MS13_H01_A0_0010_F_CRD_0030.wav,MS13_H01_A0_0010_F_CRD_0030,25,25,25,26,Cordelia,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,ข้าจะตอบเขาเอง,,,PENDING_MANUAL_GENERATION,,triangle-strategy
27,MS13_H01_A0_0010_F_CRD_0040.wav,MS13_H01_A0_0010_F_CRD_0040,26,26,26,27,Cordelia,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,ในฐานะราชินีแห่งเกลนบรู๊ค ไม่ว่าศัตรูจะเป็นใคร ข้าจะปกป้องอาณาจักรของตนจนสิ้นลมหายใจ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
28,MS13_H01_A0_0010_F_CRD_0050.wav,MS13_H01_A0_0010_F_CRD_0050,27,27,27,28,Cordelia,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,เพราะข้าเป็นคู่หมั้นอาร์ชดยุกงั้นเหรอ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
29,MS13_H01_A0_0010_F_CRD_0060.wav,MS13_H01_A0_0010_F_CRD_0060,28,28,28,29,Cordelia,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,...เช่นนั้นข้าขอเปิดใจคุยกับเจ้าด้วยแล้วกัน ผู้บัญชาการอัฟโลร่า,,,PENDING_MANUAL_GENERATION,,triangle-strategy
30,MS13_H01_A0_0010_F_CRD_0070.wav,MS13_H01_A0_0010_F_CRD_0070,29,29,29,30,Cordelia,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,ในฐานะบุตรีคนสุดท้ายผู้เหลือรอดแห่งราชวงศ์เกลนบรู๊ค ข้าจะขัดฝันของกุสตาดอล์ฟ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
31,MS13_H01_A0_0010_F_CRD_0080.wav,MS13_H01_A0_0010_F_CRD_0080,30,30,30,31,Cordelia,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,ตอนนี้ข้าไม่มีอำนาจมากพอหรอก,,,PENDING_MANUAL_GENERATION,,triangle-strategy
32,MS13_H01_A0_0010_F_CRD_0090.wav,MS13_H01_A0_0010_F_CRD_0090,31,31,31,32,Cordelia,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,เจ้าเคยได้ยินข่าวลือของเหล่าขุนนางฝ่ายขวาใช่ไหม?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
33,MS13_H01_A0_0010_F_CRD_0100.wav,MS13_H01_A0_0010_F_CRD_0100,32,32,32,33,Cordelia,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,ใช่แล้วล่ะ ซึ่งตอนนี้กุสตาดอล์ฟยังไม่แต่งตั้งเขาให้ดำรงตำแหน่งใดเลยด้วยซ้ำ ตอนนี้พวกเขาคงกำลังลำบากอยู่แน่,,,PENDING_MANUAL_GENERATION,,triangle-strategy
34,MS13_H01_A0_0010_F_CRD_0110.wav,MS13_H01_A0_0010_F_CRD_0110,33,33,33,34,Cordelia,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,ข้าจึงอยากขอความร่วมมือจากพาทริเอ็ทท์และขุนนางผู้ภักดีคนอื่นๆด้วย,,,PENDING_MANUAL_GENERATION,,triangle-strategy
35,MS13_H01_A0_0010_F_CRD_0120.wav,MS13_H01_A0_0010_F_CRD_0120,34,34,34,35,Cordelia,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,ข้าเข้าใจ สมัยก่อนตอนที่พวกเขายังรับใช้กษัตริย์ พวกเขาคือผู้มีอิทธิพลทางการเมือง,,,PENDING_MANUAL_GENERATION,,triangle-strategy
36,MS13_H01_A0_0010_F_CRD_0130.wav,MS13_H01_A0_0010_F_CRD_0130,35,35,35,36,Cordelia,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,และข้าต้องให้พวกเขาช่วยกอบกู้เกลนบรู๊คกลับคืนมา,,,PENDING_MANUAL_GENERATION,,triangle-strategy
37,MS13_H01_A0_0010_F_CRD_0140.wav,MS13_H01_A0_0010_F_CRD_0140,36,36,36,37,Cordelia,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,...ตัวคนเดียวไม่ได้หรอก,,,PENDING_MANUAL_GENERATION,,triangle-strategy
38,MS13_H01_A0_0010_F_CRD_0150.wav,MS13_H01_A0_0010_F_CRD_0150,37,37,37,38,Cordelia,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,ต้องมีท่านด้วย ผู้บัญชาการอัฟโลร่า,,,PENDING_MANUAL_GENERATION,,triangle-strategy
39,MS13_H01_A0_0010_F_CRD_0160.wav,MS13_H01_A0_0010_F_CRD_0160,38,38,38,39,Cordelia,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,พวกเขาไม่มีทหารคุ้มครอง รับรองพวกเขาต้องเปลี่ยนใจหากมีท่านร่วมมือกับข้าด้วย,,,PENDING_MANUAL_GENERATION,,triangle-strategy
40,MS13_H01_A0_0010_F_CRD_0170.wav,MS13_H01_A0_0010_F_CRD_0170,39,39,39,40,Cordelia,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,ช่วยข้าเถอะนะ ท่านผู้บัญชาการ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
41,MS13_H01_A0_0010_F_CRD_0180.wav,MS13_H01_A0_0010_F_CRD_0180,40,40,40,41,Cordelia,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,ข้าก็กลัว แต่ว่า...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
42,MS13_H01_A0_0010_F_CRD_0190.wav,MS13_H01_A0_0010_F_CRD_0190,41,41,41,42,Cordelia,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,ข้าอยากทำให้ท่านไว้ใจ... จึงไม่อยากทำตัวนิ่งเฉยน่ะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
43,MS13_H01_A0_0010_F_CRD_0200.wav,MS13_H01_A0_0010_F_CRD_0200,42,42,42,43,Cordelia,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,อยากให้เจ้ารู้ว่าข้าต้องการปกป้องเกลนบรู๊คอย่างเต็มที่ทุกหนทางจริงๆ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
44,MS13_H01_A0_0010_F_CRD_0210.wav,MS13_H01_A0_0010_F_CRD_0210,43,43,43,44,Cordelia,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,ข้าต้องทำ...เพราะข้ารู้ดีว่าท่านไม่สนรางวัลหรือตำแหน่งหรอก,,,PENDING_MANUAL_GENERATION,,triangle-strategy
45,MS13_H01_A0_0010_F_CRD_0220.wav,MS13_H01_A0_0010_F_CRD_0220,44,44,44,45,Cordelia,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,ผู้บัญชาการอัฟโลร่า!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
46,MS13_H01_A0_0010_F_CRD_0230.wav,MS13_H01_A0_0010_F_CRD_0230,45,45,45,46,Cordelia,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,ถึงยังไงข้าก็จะทำ...เพื่อท่านพ่อกับท่านพี่ของข้า,,,PENDING_MANUAL_GENERATION,,triangle-strategy
47,MS13_H01_A0_0010_F_CRD_0240.wav,MS13_H01_A0_0010_F_CRD_0240,46,46,46,47,Cordelia,npc,female,cordelia,assets/triangle-strategy/approved_voice_references/cordelia.wav,ขอบคุณมากเลยนะ ผู้บัญชาการอัฟโลร่า!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
48,MS13_H01_A0_0010_M_TRS_0010.wav,MS13_H01_A0_0010_M_TRS_0010,47,47,47,48,Thalas,npc,male,thalas,assets/triangle-strategy/approved_voice_references/thalas.wav,เอริก้าส่งข่าวมาว่า ไฮแซนต์ปฏิเสธข้อเสนอเด็ดขาดของเรา,,,PENDING_MANUAL_GENERATION,,triangle-strategy
49,MS13_H01_A0_0010_M_TRS_0020.wav,MS13_H01_A0_0010_M_TRS_0020,48,48,48,49,Thalas,npc,male,thalas,assets/triangle-strategy/approved_voice_references/thalas.wav,ข้ารู้น่า เจรจาแค่ยื้อเวลาไปงั้นแหละ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
50,MS13_H01_A0_0010_M_TRS_0030.wav,MS13_H01_A0_0010_M_TRS_0030,49,49,49,50,Thalas,npc,male,thalas,assets/triangle-strategy/approved_voice_references/thalas.wav,ทหารของพวกมันเริ่มเคลื่อนไหวแล้ว มันไม่ควรจะเป็นแบบนี้สิ...บ้าที่สุด!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
51,MS13_H01_A0_0010_M_TRS_0040.wav,MS13_H01_A0_0010_M_TRS_0040,50,50,50,51,Thalas,npc,male,thalas,assets/triangle-strategy/approved_voice_references/thalas.wav,หึ ก็เอาชนะพวกมันโดยใช้กลยุทธ์เดียวกันซะสิ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
52,MS13_H01_A0_0010_M_TRS_0050.wav,MS13_H01_A0_0010_M_TRS_0050,51,51,51,52,Thalas,npc,male,thalas,assets/triangle-strategy/approved_voice_references/thalas.wav,รัฐมนตรีหน้าใหม่ของพวกมันเป็นคนนำทัพหน้านี่,,,PENDING_MANUAL_GENERATION,,triangle-strategy
53,MS13_H01_A0_0010_M_TRS_0060.wav,MS13_H01_A0_0010_M_TRS_0060,52,52,52,53,Thalas,npc,male,thalas,assets/triangle-strategy/approved_voice_references/thalas.wav,อดีตข้ารับใช้แห่งราชวงศ์จะมาเยี่ยมถึงเกลนบรู๊คเชียวนะ ไม่ดีใจหน่อยเหรอคอร์เดเลีย?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
54,MS13_H01_A0_0010_M_TRS_0070.wav,MS13_H01_A0_0010_M_TRS_0070,53,53,53,54,Thalas,npc,male,thalas,assets/triangle-strategy/approved_voice_references/thalas.wav,องค์ราชินีงั้นเหรอ? นังนี่มันหุ่นเชิด,,,PENDING_MANUAL_GENERATION,,triangle-strategy
55,MS13_H01_A0_0010_M_TRS_0080.wav,MS13_H01_A0_0010_M_TRS_0080,54,54,54,55,Thalas,npc,male,thalas,assets/triangle-strategy/approved_voice_references/thalas.wav,คนที่ปากดีคือเจ้ามากกว่า อัฟโลร่า...ผู้บัญชาการอย่างเจ้ามีสิทธิ์มาสั่งนายกรัฐมนตรีอย่างข้าด้วยหรือไง,,,PENDING_MANUAL_GENERATION,,triangle-strategy
56,MS13_H01_A0_0010_M_TRS_0090.wav,MS13_H01_A0_0010_M_TRS_0090,55,55,55,56,Thalas,npc,male,thalas,assets/triangle-strategy/approved_voice_references/thalas.wav,ความปากดีของเจ้ามันไปติดคนอื่นแล้วนะอัฟโลร่า สงสัยราชินีของเจ้าคงไม่รู้ที่ต่ำที่สูง,,,PENDING_MANUAL_GENERATION,,triangle-strategy
57,MS13_H01_A1_0010_F_ANA_0010.wav,MS13_H01_A1_0010_F_ANA_0010,56,56,56,57,Anna,main,female,anna,assets/triangle-strategy/approved_voice_references/anna.wav,สายสืบไฮแซนต์เหรอเจ้าคะ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
58,MS13_H01_A1_0010_F_LYL_0010.wav,MS13_H01_A1_0010_F_LYL_0010,57,57,57,58,Lyla,npc,female,lyla,assets/triangle-strategy/approved_voice_references/lyla.wav,"ข้าบีบอัดเวทมนตร์จำนวนมากจนตกผลึกเป็นคริสตัล เราเรียกอาวุธชิ้นนี้ว่า ""เอลฟริค"" ...",,,PENDING_MANUAL_GENERATION,,triangle-strategy
59,MS13_H01_A1_0010_F_LYL_0020.wav,MS13_H01_A1_0010_F_LYL_0020,58,58,58,59,Lyla,npc,female,lyla,assets/triangle-strategy/approved_voice_references/lyla.wav,แม้ระเบิดคริสตัลนี้ยังไม่สมบูรณ์ แต่มันสามารถทลายกำแพงปราสาทอย่างง่ายดาย,,,PENDING_MANUAL_GENERATION,,triangle-strategy
60,MS13_H01_A1_0010_F_LYL_0030.wav,MS13_H01_A1_0010_F_LYL_0030,59,59,59,60,Lyla,npc,female,lyla,assets/triangle-strategy/approved_voice_references/lyla.wav,เจ้าเคยเห็นรัฐมนตรีเอกซ์เฮมระเบิดปราการมารอบนึงแล้วไม่ใช่เหรอ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
61,MS13_H01_A1_0010_F_LYL_0040.wav,MS13_H01_A1_0010_F_LYL_0040,60,60,60,61,Lyla,npc,female,lyla,assets/triangle-strategy/approved_voice_references/lyla.wav,เพราะว่ามันไม่ได้เอาไว้ใช้กับมนุษย์ และเราให้ระเบิดท่านเพียงลูกเดียวเท่านั้น,,,PENDING_MANUAL_GENERATION,,triangle-strategy
62,MS13_H01_A1_0010_F_LYL_0050.wav,MS13_H01_A1_0010_F_LYL_0050,61,61,61,62,Lyla,npc,female,lyla,assets/triangle-strategy/approved_voice_references/lyla.wav,คุณสมบัติที่ไม่เสถียรนั้นทำให้ใช้งานยากเจ้าค่ะ แต่ไมโลน่าจะช่วยท่านเรื่องนี้ได้,,,PENDING_MANUAL_GENERATION,,triangle-strategy
63,MS13_H01_A1_0010_F_LYL_0060.wav,MS13_H01_A1_0010_F_LYL_0060,62,62,62,63,Lyla,npc,female,lyla,assets/triangle-strategy/approved_voice_references/lyla.wav,ใช้งานทั้งคู่อย่างระมัดระวังนะเจ้าคะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
64,MS13_H01_A1_0010_F_MIR_0010.wav,MS13_H01_A1_0010_F_MIR_0010,63,63,63,64,ไมโล,npc,female,milo,,ข้ามีนามว่าไมโลเจ้าค่ะ,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
65,MS13_H01_A1_0010_F_MIR_0020.wav,MS13_H01_A1_0010_F_MIR_0020,64,64,64,65,ไมโล,npc,female,milo,,ข้าคือนักเต้น และเป็นผู้ช่วยของเจ็ดผู้ศักดิ์สิทธิ์ในบางโอกาสเจ้าค่ะ...,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
66,MS13_H01_A1_0010_F_MIR_0030.wav,MS13_H01_A1_0010_F_MIR_0030,65,65,65,66,ไมโล,npc,female,milo,,รัฐมนตรีเซเรโนอา ข้าจะคอยรับใช้ท่านจนสามารถชิงนครหลวงกลับคืนมาสำเร็จ,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
67,MS13_H01_A1_0010_F_MIR_0040.wav,MS13_H01_A1_0010_F_MIR_0040,66,66,66,67,ไมโล,npc,female,milo,,ไม่ต้องห่วงข้าหรอกเจ้าค่ะ นี่ไม่ใช่ครั้งแรกที่ข้าจับมีด,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
68,MS13_H01_A1_0010_M_BND_0010.wav,MS13_H01_A1_0010_M_BND_0010,67,67,67,68,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,...ท่านจะให้เรายืมอาวุธใหม่ของไฮแซนต์เหรอขอรับ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
69,MS13_H01_A1_0010_M_BND_0020.wav,MS13_H01_A1_0010_M_BND_0020,68,68,68,69,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,"แสดงว่าควันสีม่วงนี้มาจาก... ""เอลฟริค"" ที่ท่านพูดถึงสินะ",,,PENDING_MANUAL_GENERATION,,triangle-strategy
70,MS13_H01_A1_0010_M_BND_0030.wav,MS13_H01_A1_0010_M_BND_0030,69,69,69,70,Benedict,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,ใช่แล้วล่ะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
71,MS13_H01_A1_0010_M_EGS_0010.wav,MS13_H01_A1_0010_M_EGS_0010,70,70,70,71,Exharme,npc,male,exharme,assets/triangle-strategy/approved_voice_references/exharme.wav,เป็นคำสั่งโดยตรงจากหัวหน้านักบวชน่ะ อาวุธนี้รัฐมนตรีไลล่าซุ่มพัฒนาขึ้นมาอย่างลับๆ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
72,MS13_H01_A1_0010_M_EGS_0020.wav,MS13_H01_A1_0010_M_EGS_0020,71,71,71,72,Exharme,npc,male,exharme,assets/triangle-strategy/approved_voice_references/exharme.wav,แต่ระวังด้วยนะ ระเบิดมันแรงจนควบคุมได้ยากในการต่อสู้ทั่วไป,,,PENDING_MANUAL_GENERATION,,triangle-strategy
73,MS13_H01_A1_0010_M_EGS_0030.wav,MS13_H01_A1_0010_M_EGS_0030,72,72,72,73,Exharme,npc,male,exharme,assets/triangle-strategy/approved_voice_references/exharme.wav,แรงระเบิดของเอลฟริคจะทำให้ทหารไม่ทันรับมือ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
74,MS13_H01_A1_0010_M_EGS_0040.wav,MS13_H01_A1_0010_M_EGS_0040,73,73,73,74,Exharme,npc,male,exharme,assets/triangle-strategy/approved_voice_references/exharme.wav,ส่วนทัพของข้าและรัฐมนตรีแคมเซลล์จะบุกทะลวงพร้อมกัน รัฐมนตรีเซเรโนอา...ฝากท่านนำทัพได้ไหม?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
75,MS13_H01_A1_0010_M_ELA_0010.wav,MS13_H01_A1_0010_M_ELA_0010,74,74,74,75,Erador,main,male,erador,assets/triangle-strategy/approved_voice_references/erador.wav,เจ้าจะไม่เป็นไรจริงๆใช่ไหม?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
76,MS13_H01_A1_0010_M_RLN_0010.wav,MS13_H01_A1_0010_M_RLN_0010,76,76,76,77,Roland,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,ถึงยังไงข้าก็คิดว่ามันจะเป็นประโยชน์ในการชิงปราสาทไวท์โฮล์มคืนมา,,,PENDING_MANUAL_GENERATION,,triangle-strategy
77,MS13_H01_A1_0010_M_SEL_0010.wav,MS13_H01_A1_0010_M_SEL_0010,77,77,77,78,Serenoa,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,ขอบคุณที่ช่วยเหลือนะขอรับ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
