line_no,file_name,self_id,cue,sequence,waveform,awb_stream,character_name,role,gender,voice_target,reference_audio,thai_text,pronunciation_note,prosody_note,status,tts_text,voice_project
17,MS07_H01_A0_0010_M_TRS_0020.wav,MS07_H01_A0_0010_M_TRS_0020,18,18,18,19,ธาลาส,npc,male,thalas,assets/triangle-strategy/approved_voice_references/thalas.wav,ดีใจด้วยนะท่านพี่ที่ทำให้เกลนบรู๊คยอมจำนน สิ่งที่พี่ทำช่างเป็นสิ่งสวยงามเหลือเกิน,,,PENDING_MANUAL_GENERATION,,triangle-strategy
18,MS07_H01_A0_0010_M_TRS_0030.wav,MS07_H01_A0_0010_M_TRS_0030,19,19,19,20,ธาลาส,npc,male,thalas,assets/triangle-strategy/approved_voice_references/thalas.wav,แล้วท่านพี่จัดการปัญหานอกรั้วปราสาทรึยังขอรับ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
19,MS07_H01_A0_0010_M_TRS_0040.wav,MS07_H01_A0_0010_M_TRS_0040,20,20,20,21,ธาลาส,npc,male,thalas,assets/triangle-strategy/approved_voice_references/thalas.wav,ไตรตระกูลสูงศักดิ์แห่งเกลนบรู๊คถูกบดขยี้ใต้บาทาของท่านอย่างง่ายดายจริงๆขอรับ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
20,MS07_H01_A0_0010_M_TRS_0050.wav,MS07_H01_A0_0010_M_TRS_0050,21,21,21,22,ธาลาส,npc,male,thalas,assets/triangle-strategy/approved_voice_references/thalas.wav,ด้วยความเคารพนะท่านพี่ ตอนแรกนึกว่าคอร์เดเลียจะถูกฆ่า หรือไม่ก็ปล่อยให้เน่าตายในคุก,,,PENDING_MANUAL_GENERATION,,triangle-strategy
21,MS07_H01_A0_0010_M_TRS_0060.wav,MS07_H01_A0_0010_M_TRS_0060,22,22,22,23,ธาลาส,npc,male,thalas,assets/triangle-strategy/approved_voice_references/thalas.wav,แต่ทำไมนางถึงต้องมานั่งบนบัลลังก์ด้วยล่ะ สภาพนางตอนนี้ดูเหมือนราชินีมากกว่าองค์หญิงหมดสภาพเสียอีก,,,PENDING_MANUAL_GENERATION,,triangle-strategy
22,MS07_H01_A0_0010_M_TRS_0070.wav,MS07_H01_A0_0010_M_TRS_0070,23,23,23,24,ธาลาส,npc,male,thalas,assets/triangle-strategy/approved_voice_references/thalas.wav,กษัตริย์เร็กน่าผู้ปราดเปรื่องและใจบุญของเราพบจุดจบสักทีสินะ ฮ่าๆๆๆ!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
23,MS07_H01_A0_1010_M_M148_0010.wav,MS07_H01_A0_1010_M_M148_0010,24,24,24,25,ชาวเมืองเกลนบรู๊ค,generic,male,MALE_ADULT_A,assets/triangle-strategy/approved_voice_references/MALE_ADULT_A.wav,...แล้วพวกเราจะเป็นยังไงต่อไปล่ะ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
24,MS07_H01_A0_1010_M_M148_0020.wav,MS07_H01_A0_1010_M_M148_0020,25,25,25,26,ชาวเมืองเกลนบรู๊ค,generic,male,MALE_ADULT_A,assets/triangle-strategy/approved_voice_references/MALE_ADULT_A.wav,ได้ยินว่าทหารองครักษ์ถูกสังหารเรียบ พวกเราต้องหนีเอาชีวิตรอดแล้วล่ะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
25,MS07_H01_A0_1010_M_M149_0010.wav,MS07_H01_A0_1010_M_M149_0010,26,26,26,27,ชาวเมืองเกลนบรู๊ค,generic,male,MALE_ADULT_B,assets/triangle-strategy/approved_voice_references/MALE_ADULT_B.wav,ถ้าพวกเขาตั้งใจจะฆ่าปราชาชนธรรมดาอย่างเรา พวกเขาน่าจะทำไปแล้วนี่?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
26,MS07_H01_A0_1010_M_M149_0020.wav,MS07_H01_A0_1010_M_M149_0020,27,27,27,28,ชาวเมืองเกลนบรู๊ค,generic,male,MALE_ADULT_B,assets/triangle-strategy/approved_voice_references/MALE_ADULT_B.wav,ใครจะไปรู้ล่ะ ว่าสุนัขเอสฟรอสต์ก็มีศักดิ์ศรีกับเขาเหมือนกัน,,,PENDING_MANUAL_GENERATION,,triangle-strategy
27,MS07_H01_A0_1010_M_M149_0030.wav,MS07_H01_A0_1010_M_M149_0030,28,28,28,29,ชาวเมืองเกลนบรู๊ค,generic,male,MALE_ADULT_B,assets/triangle-strategy/approved_voice_references/MALE_ADULT_B.wav,ยังไงก็เถอะ สู้ไปก็ไม่ได้อะไรขึ้นมาหรอก อะไรจะเกิดก็ต้องเกิด,,,PENDING_MANUAL_GENERATION,,triangle-strategy
28,MS07_H01_A0_1010_M_PTR_0010.wav,MS07_H01_A0_1010_M_PTR_0010,29,29,29,30,พาทริเอ็ทท์,npc,male,patriatte,,เหมือนว่าสถานการณ์นอกปราสาทจะสงบลงแล้วสินะ,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
29,MS07_H01_A0_1010_M_PTR_0020.wav,MS07_H01_A0_1010_M_PTR_0020,30,30,30,31,พาทริเอ็ทท์,npc,male,patriatte,,ประชาชนของเราดูจะโกรธเอสฟรอสต์น้อยกว่าที่คิดนะเนี่ย...,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
30,MS07_H01_A0_1010_M_PTR_0030.wav,MS07_H01_A0_1010_M_PTR_0030,31,31,31,32,พาทริเอ็ทท์,npc,male,patriatte,,...คงเพราะอาร์ชดยุกตัดสินใจเพ่งเป้าไปที่ปราสาท โดยไม่สร้างความเสียหายให้กับตัวเมืองสินะ,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
31,MS07_H01_A0_1010_M_PTR_0040.wav,MS07_H01_A0_1010_M_PTR_0040,32,32,32,33,พาทริเอ็ทท์,npc,male,patriatte,,ดังนั้นประชาชนคงไม่ใช่ปัญหา คงเหลือเพียงแค่ราชวงศ์แล้วล่ะ...,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
32,MS07_H01_A0_1010_M_PTR_0050.wav,MS07_H01_A0_1010_M_PTR_0050,33,33,33,34,พาทริเอ็ทท์,npc,male,patriatte,,ฝ่าบาทกับมกุฏราชกุมารถูกจัดการเรียบร้อย ส่วนองค์หญิงคอร์เดเลียก็ถูกทำให้เชื่อฟังเช่นเดียวกัน,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
33,MS07_H01_A0_1010_M_PTR_0060.wav,MS07_H01_A0_1010_M_PTR_0060,34,34,34,35,พาทริเอ็ทท์,npc,male,patriatte,,เหลือเพียงแค่องค์ชายโรแลนด์เท่านั้น ซึ่งคนของข้ากำลังไปตามล่าอยู่ในตอนนี้,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
34,MS07_H01_A0_1010_M_PTR_0070.wav,MS07_H01_A0_1010_M_PTR_0070,35,35,35,36,พาทริเอ็ทท์,npc,male,patriatte,,ได้ยินว่าค่าหัวเขาแพง คงจะอยู่รอดได้อีกไม่นานหรอก...,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
35,MS07_H01_A0_1010_M_PTR_0080.wav,MS07_H01_A0_1010_M_PTR_0080,36,36,36,37,พาทริเอ็ทท์,npc,male,patriatte,,ข้ารู้ว่ากุสตาดอล์ฟเป็นคนหลักแหลม แต่ความใส่ใจรายละเอียดเล็กน้อยของเขาถือว่าน่าทึ่งเหลือเกิน,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
36,MS07_H01_A0_1010_M_PTR_0090.wav,MS07_H01_A0_1010_M_PTR_0090,37,37,37,38,พาทริเอ็ทท์,npc,male,patriatte,,ตอนนี้ข้าเห็นทุกอย่างที่ต้องการแล้ว กลับกันดีกว่า,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
37,MS07_H01_A0_1020_M_GST_0010.wav,MS07_H01_A0_1020_M_GST_0010,38,38,38,39,กุสตาดอล์ฟ,npc,male,gustadolph,,ราษฎรแห่งเกลนบรู๊คเอ๋ย ข้าคือกุสตาดอล์ฟ อาร์ชดยุกและผู้บัญชาการสูงสุดแห่งราชรัฐเอสฟรอสต์,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
38,MS07_H01_A0_1020_M_GST_0020.wav,MS07_H01_A0_1020_M_GST_0020,39,39,39,40,กุสตาดอล์ฟ,npc,male,gustadolph,,จงฟังข้าเสียเถิด บาปกรรมที่กษัตริย์เร็กน่าได้ทำต่อพวกเราและพวกเจ้าทุกคน มันช่างหนักหนาสาหัส,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
39,MS07_H01_A0_1020_M_GST_0030.wav,MS07_H01_A0_1020_M_GST_0030,40,40,40,41,กุสตาดอล์ฟ,npc,male,gustadolph,,สามทศวรรษล่วงเลยไปตั้งแต่สงครามสงบลง และพวกเราได้ใช้เวลาไปกับการสร้างชาตินับแต่นั้นมา,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
40,MS07_H01_A0_1020_M_GST_0040.wav,MS07_H01_A0_1020_M_GST_0040,41,41,41,42,กุสตาดอล์ฟ,npc,male,gustadolph,,การเปิดตัวของเหมืองแร่นอร์เซเลียถือเป็นรุ่งอรุณแห่งยุคใหม่ ยุคที่อาณาจักรทั้งสามจะร่วมมือกันเพื่อสันติภาพและความเจริญรุ่งเรืองของทุกฝ่าย,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
41,MS07_H01_A0_1020_M_GST_0050.wav,MS07_H01_A0_1020_M_GST_0050,42,42,42,43,กุสตาดอล์ฟ,npc,male,gustadolph,,แต่กษัตริย์เร็กน่ากลับทำลายความฝันอันยิ่งใหญ่ของเรา!,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
42,MS07_H01_A0_1020_M_GST_0060.wav,MS07_H01_A0_1020_M_GST_0060,43,43,43,44,กุสตาดอล์ฟ,npc,male,gustadolph,,ระหว่างที่วิศวกรของเราโหมงานหนักเพื่อทำให้ฝันเป็นจริง กษัตริย์เร็กน่าของพวกเจ้ากลับวางแผนชั่ว และเข้ายึดเหมืองเพื่อผลประโยชน์ของตน,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
43,MS07_H01_A0_1020_M_GST_0070.wav,MS07_H01_A0_1020_M_GST_0070,44,44,44,45,กุสตาดอล์ฟ,npc,male,gustadolph,,และเมื่อดราแกน ผู้ดูแลเหมืองและเป็นญาติพี่น้องของข้า รู้ทันแผนชั่ว กษัตริย์เร็กน่าจึงสั่งเก็บเขาอย่างเลือดเย็น,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
44,MS07_H01_A0_1020_M_GST_0080.wav,MS07_H01_A0_1020_M_GST_0080,45,45,45,46,กุสตาดอล์ฟ,npc,male,gustadolph,,นอกจากจะเป็นการหักหลังอาณาจักรของข้ากับไฮแซนต์แล้ว เขายังหักหลังพวกเจ้าอีกด้วย ทั้งๆที่พวกเจ้าสมควรได้รับเงินทองจากเหมืองแห่งนี้!,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
45,MS07_H01_A0_1020_M_GST_0090.wav,MS07_H01_A0_1020_M_GST_0090,46,46,46,47,กุสตาดอล์ฟ,npc,male,gustadolph,,พวกเราไม่มีทางเลือกนอกเสียจากการเคลื่อนพลมายังปราสาทไวท์โฮล์ม เพื่อยุติการก่อกบฏของเร็กน่า...ด้วยกำลัง,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
46,MS07_H01_A0_1020_M_GST_0100.wav,MS07_H01_A0_1020_M_GST_0100,47,47,47,48,กุสตาดอล์ฟ,npc,male,gustadolph,,สิ่งที่เราทำไปมันเป็นหน้าที่เพื่อจะล้างแค้นให้กับการตายของดราแกน และเพื่อยุติการทรยศแห่งสนธิสัญญาระหว่างอาณาจักรของเรา,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
47,MS07_H01_A0_1020_M_GST_0110.wav,MS07_H01_A0_1020_M_GST_0110,48,48,48,49,กุสตาดอล์ฟ,npc,male,gustadolph,,แล้วท่านล่ะ ฝ่าบาทเร็กน่า? ท่านมีข้อโต้แย้งอะไรไหม?,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
48,MS07_H01_A0_1020_M_GST_0120.wav,MS07_H01_A0_1020_M_GST_0120,49,49,49,50,กุสตาดอล์ฟ,npc,male,gustadolph,,ราษฎรเกลนบรู๊คเอ๋ย! กษัตริย์ผู้ทรยศ ยอมรับความผิดต่อหน้าพวกเจ้าแล้ว!,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
49,MS07_H01_A0_1020_M_GST_0130.wav,MS07_H01_A0_1020_M_GST_0130,50,50,50,51,กุสตาดอล์ฟ,npc,male,gustadolph,,บทลงโทษสำหรับอาชญากรรมนี้ คือความตาย,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
50,MS07_H01_A0_1020_M_GST_0140.wav,MS07_H01_A0_1020_M_GST_0140,51,51,51,52,กุสตาดอล์ฟ,npc,male,gustadolph,,บั่นคอเขาซะ!,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
51,MS07_H01_A0_1020_M_LGN_0040.wav,MS07_H01_A0_1020_M_LGN_0040,55,55,55,56,เร็กน่า,npc,male,regna,assets/triangle-strategy/approved_voice_references/regna.wav,...ข้าไม่คัดค้าน,,,PENDING_MANUAL_GENERATION,,triangle-strategy
52,MS07_H01_A0_1020_M_LGN_0050.wav,MS07_H01_A0_1020_M_LGN_0050,56,56,56,57,เร็กน่า,npc,male,regna,assets/triangle-strategy/approved_voice_references/regna.wav,แต่ท่านช่วย... ไว้ชีวิตลูกข้าด้วย...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
53,MS07_H01_A0_1020_M_LGN_0060.wav,MS07_H01_A0_1020_M_LGN_0060,57,57,57,58,เร็กน่า,npc,male,regna,assets/triangle-strategy/approved_voice_references/regna.wav,โรแลนด์... คอร์เดเลีย... อนาคตของอาณาจักร... อยู่ในกำมือพวกลูกแล้วนะ...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
54,MS07_H01_A1_0010_F_ANA_0010.wav,MS07_H01_A1_0010_F_ANA_0010,63,63,63,64,แอนนา,main,female,anna,assets/triangle-strategy/approved_voice_references/anna.wav,เราจะแพ้ภัยตัวเองแน่นอน ภูมิประเทศของเราคือคุกดีๆนี่เอง,,,PENDING_MANUAL_GENERATION,,triangle-strategy
55,MS07_H01_A1_0010_F_FRE_0010.wav,MS07_H01_A1_0010_F_FRE_0010,64,64,64,65,เฟรเดอริก้า,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,เอาจริงเหรอเนี่ย!?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
56,MS07_H01_A1_0010_F_FRE_0020.wav,MS07_H01_A1_0010_F_FRE_0020,65,65,65,66,เฟรเดอริก้า,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,ใช่แล้วล่ะ!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
57,MS07_H01_A1_0010_F_FRE_0030.wav,MS07_H01_A1_0010_F_FRE_0030,66,66,66,67,เฟรเดอริก้า,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,เซอร์แม็กซ์เวลล์ขอให้เราคุ้มกันองค์ชาย และพวกเราก็ตอบตกลงไม่ใช่เหรอ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
58,MS07_H01_A1_0010_F_FRE_0040.wav,MS07_H01_A1_0010_F_FRE_0040,67,67,67,68,เฟรเดอริก้า,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,แสดงว่าเจ้าเสนอจะทิ้งองค์ชายเหรอ? เราจะสละชีวิตของเขาเพื่อความอยู่รอดของเราเนี่ยนะ!?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
59,MS07_H01_A1_0010_F_FRE_0050.wav,MS07_H01_A1_0010_F_FRE_0050,68,68,68,69,เฟรเดอริก้า,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,ข้าไม่คิดว่าการเสียสละจะเป็นเส้นทางที่ถูกต้องเจ้าค่ะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
60,MS07_H01_A1_0010_F_FRE_0060.wav,MS07_H01_A1_0010_F_FRE_0060,69,69,69,70,เฟรเดอริก้า,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,...ข้าเข้าใจความรู้สึกของเจ้าดีเลยล่ะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
61,MS07_H01_A1_0010_F_FRE_0070.wav,MS07_H01_A1_0010_F_FRE_0070,70,70,70,71,เฟรเดอริก้า,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,ท่านพี่ทำให้ตระกูลวูล์ฟฟอร์ตตกที่นั่งลำบาก ข้าไม่รู้จะขอโทษเจ้ายังไงดีเลย...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
62,MS07_H01_A1_0010_F_HEW_0010.wav,MS07_H01_A1_0010_F_HEW_0010,71,71,71,72,ฮิวเอทท์,main,female,hughette,assets/triangle-strategy/approved_voice_references/hughette.wav,ข้าขอปฏิเสธ! พวกเราเป็นหนี้เซอร์แม็กซ์เวลล์มากๆเลยนะ!,,,PENDING_MANUAL_GENERATION,,triangle-strategy
63,MS07_H01_A1_0010_F_YRA_0010.wav,MS07_H01_A1_0010_F_YRA_0010,72,72,72,73,จีล่า,main,female,geela,assets/triangle-strategy/approved_voice_references/geela.wav,ไม่มีสถานที่ใดปลอดภัยกว่าปราสาทแห่งนี้แล้ว อยู่ที่นี่เขาปลอดภัยที่สุดเจ้าค่ะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
64,MS07_H01_A1_0010_F_YRA_0020.wav,MS07_H01_A1_0010_F_YRA_0020,73,73,73,74,จีล่า,main,female,geela,assets/triangle-strategy/approved_voice_references/geela.wav,แต่ถ้าเกิดเขานำทัพทหารที่ใหญ่พอๆกับนครหลวง หรือใหญ่กว่านั้นมาที่นี่ล่ะ...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
65,MS07_H01_A1_0010_M_BND_0010.wav,MS07_H01_A1_0010_M_BND_0010,74,74,74,75,เบเนดิกต์,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,ขอบคุณขอรับ ข้าขอถามพวกท่านตรงๆอีกครั้ง,,,PENDING_MANUAL_GENERATION,,triangle-strategy
66,MS07_H01_A1_0010_M_BND_0020.wav,MS07_H01_A1_0010_M_BND_0020,75,75,75,76,เบเนดิกต์,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,เราควรขับไล่องค์ชายโรแลนด์สู่เอสฟรอสต์หรือไม่?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
67,MS07_H01_A1_0010_M_BND_0030.wav,MS07_H01_A1_0010_M_BND_0030,76,76,76,77,เบเนดิกต์,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,นายท่าน เราจะให้พวกเขามาทำสงครามในแคว้นวูล์ฟฟอร์ตไม่ได้ขอรับ ท่านต้องคิดถึงประชาชนของตัวเองเป็นหลักนะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
68,MS07_H01_A1_0010_M_BND_0035.wav,MS07_H01_A1_0010_M_BND_0035,77,77,77,78,เบเนดิกต์,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,ช่วยตัดสินใจด้วยขอรับ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
69,MS07_H01_A1_0010_M_BND_0040.wav,MS07_H01_A1_0010_M_BND_0040,78,78,78,79,เบเนดิกต์,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,ขอรับ เลือกทางไหนก็มีแต่อันตราย,,,PENDING_MANUAL_GENERATION,,triangle-strategy
70,MS07_H01_A1_0010_M_BND_0050.wav,MS07_H01_A1_0010_M_BND_0050,79,79,79,80,เบเนดิกต์,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,ซึ่งเราต้องเลือกเส้นทางที่จะทำให้เราอยู่รอด เพื่อกลับมาทวงคืนในสิ่งที่สูญเสียไป,,,PENDING_MANUAL_GENERATION,,triangle-strategy
71,MS07_H01_A1_0010_M_BND_0060.wav,MS07_H01_A1_0010_M_BND_0060,80,80,80,81,เบเนดิกต์,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,ในฐานะผู้ปกครองแห่งแคว้นนี้ ท่านต้องเป็นคนตัดสินใจเลือกวิธีการขอรับ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
72,MS07_H01_A1_0010_M_ELA_0010.wav,MS07_H01_A1_0010_M_ELA_0010,81,81,81,82,เอราดอร์,main,male,erador,assets/triangle-strategy/approved_voice_references/erador.wav,แต่องค์ชายขอรับ ข้าว่าท่านเข้าใจผิดแล้วล่ะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
73,MS07_H01_A1_0010_M_ELA_0020.wav,MS07_H01_A1_0010_M_ELA_0020,82,82,82,83,เอราดอร์,main,male,erador,assets/triangle-strategy/approved_voice_references/erador.wav,ตระกูลวูล์ฟฟอร์ตคือดาบและโล่ของราชวงศ์ หากท่านไปรบ พวกเราพร้อมไปกับท่านเสมอ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
74,MS07_H01_A1_0010_M_RLN_0010.wav,MS07_H01_A1_0010_M_RLN_0010,83,83,83,84,โรแลนด์,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,ไม่เป็นไร เฟรเดอริก้า,,,PENDING_MANUAL_GENERATION,,triangle-strategy
75,MS07_H01_A1_0010_M_RLN_0020.wav,MS07_H01_A1_0010_M_RLN_0020,84,84,84,85,โรแลนด์,main,male,roland,assets/triangle-strategy/approved_voice_references/roland.wav,ไม่ต้องคิดถึงชีวิตของข้าเลย นี่เป็นศึกของข้า และข้าไม่อยากเห็นมิตรสหายสละเลือดเนื้อเพื่อข้าหรอก,,,PENDING_MANUAL_GENERATION,,triangle-strategy
