line_no,file_name,self_id,cue,sequence,waveform,awb_stream,character_name,role,gender,voice_target,reference_audio,thai_text,pronunciation_note,prosody_note,status,tts_text,voice_project
11,MS03_H01_A0_0010_M_DRG_0010.wav,MS03_H01_A0_0010_M_DRG_0010,11,11,11,12,ดราแกน,npc,male,dragan,assets/triangle-strategy/approved_voice_references/dragan.wav,ท่านทำหน้าที่ได้สมบทบาทจริงๆ ลอร์ดเซเรโนอา,,,PENDING_MANUAL_GENERATION,,triangle-strategy
12,MS03_H01_A0_0010_M_DRG_0020.wav,MS03_H01_A0_0010_M_DRG_0020,12,12,12,13,ดราแกน,npc,male,dragan,assets/triangle-strategy/approved_voice_references/dragan.wav,ซึ่งข้าเองก็ต้องทำให้ได้เช่นกัน หากท่านมีเวลาก็มาเยี่ยมข้าในเหมืองได้นะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
13,MS03_H01_A0_0010_M_DRG_0030.wav,MS03_H01_A0_0010_M_DRG_0030,13,13,13,14,ดราแกน,npc,male,dragan,assets/triangle-strategy/approved_voice_references/dragan.wav,อย่าไปใส่ใจพวกเขาเลย พวกเรามีหน้าที่สำคัญต้องทำ ซึ่งมันสำคัญเกินกว่าจะมอบหมายให้ใครได้,,,PENDING_MANUAL_GENERATION,,triangle-strategy
14,MS03_H01_A0_0010_M_EGS_0010.wav,MS03_H01_A0_0010_M_EGS_0010,14,14,14,15,เอกซ์เฮม,npc,male,exharme,assets/triangle-strategy/approved_voice_references/exharme.wav,คู่ต่อสู้ของเราแข็งแกร่งเหมือนกัน หากได้ประชันหน้ากันอีกคงถือเป็นเกียรติอย่างมาก,,,PENDING_MANUAL_GENERATION,,triangle-strategy
15,MS03_H01_A0_0010_M_EGS_0020.wav,MS03_H01_A0_0010_M_EGS_0020,15,15,15,16,เอกซ์เฮม,npc,male,exharme,assets/triangle-strategy/approved_voice_references/exharme.wav,ฝ่าบาทของท่านทรงดูแลเราอย่างดีจริงๆ พวกเราจะนำมันไปถวายเทพธิดาเกลือ ซึ่งหัวหน้านักบวชคงจะปลื้มไม่น้อย,,,PENDING_MANUAL_GENERATION,,triangle-strategy
16,MS03_H01_A0_0010_M_LND_0010.wav,MS03_H01_A0_0010_M_LND_0010,16,16,16,17,แลนดรอย,npc,male,landroi,,ที่ท่านกล้าพูดมาขนาดนี้ก็คงเห็นคำตอบชัดแล้วล่ะ,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
17,MS03_H01_A0_0010_M_LND_0020.wav,MS03_H01_A0_0010_M_LND_0020,17,17,17,18,แลนดรอย,npc,male,landroi,,ท่านแสดงฝีมือในงานประลองได้ดีทีเดียว ลอร์ดเซเรโนอา ลูกไม้หล่นไม่ไกลต้นจริงๆ,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
18,MS03_H01_A0_0010_M_LND_0030.wav,MS03_H01_A0_0010_M_LND_0030,18,18,18,19,แลนดรอย,npc,male,landroi,,ฝ่าบาททรงเห็นสมควรที่มอบการตัดสินใจแก่ท่าน และข้าไม่ขอล่วงเกินเขา,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
19,MS03_H01_A0_0010_M_MAX_0010.wav,MS03_H01_A0_0010_M_MAX_0010,19,19,19,20,แม็กซ์เวลล์,npc,male,maxwell,assets/triangle-strategy/approved_voice_references/maxwell.wav,ส่วนลอร์ดฟ็อลคส์ ผู้เป็นตัวแทนแห่งตระกูลส่งของเกลนบรู๊ค จะลงเรืออีกลำที่ท่านไม่ได้ไปด้วย,,,PENDING_MANUAL_GENERATION,,triangle-strategy
20,MS03_H01_A0_0010_M_MAX_0020.wav,MS03_H01_A0_0010_M_MAX_0020,20,20,20,21,แม็กซ์เวลล์,npc,male,maxwell,assets/triangle-strategy/approved_voice_references/maxwell.wav,การเป็นลอร์ดต้องมีสติปัญญารอบรู้ ข้าเชื่อว่าท่านจะเลือกในสิ่งที่ลอร์ดแห่งตระกูลสูงศักดิ์สมควรทำ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
21,MS03_H01_A0_0010_M_PTR_0010.wav,MS03_H01_A0_0010_M_PTR_0010,21,21,21,22,พาทริเอ็ทท์,npc,male,patriatte,,...เหมือนว่าทุกคนมารวมตัวกันแล้วสินะ,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
22,MS03_H01_A0_0010_M_PTR_0020.wav,MS03_H01_A0_0010_M_PTR_0020,22,22,22,23,พาทริเอ็ทท์,npc,male,patriatte,,ตอนนี้เรือของท่านมีเสบียงและของดีต่างๆ มากมายจากเกลนบรู๊ค,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
23,MS03_H01_A0_0010_M_PTR_0030.wav,MS03_H01_A0_0010_M_PTR_0030,23,23,23,24,พาทริเอ็ทท์,npc,male,patriatte,,ฝ่าบาทเร็กน่าขอให้ท่านนำไปดื่มกินอย่างเต็มที่ และฉลองแด่มิตรภาพแห่งอาณาจักรทั้งสามของเราขอรับ,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
24,MS03_H01_A0_0010_M_PTR_0040.wav,MS03_H01_A0_0010_M_PTR_0040,24,24,24,25,พาทริเอ็ทท์,npc,male,patriatte,,...ลอร์ดวูล์ฟฟอร์ต มีสารจากฝ่าบาทเร็กน่าขอรับ,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
25,MS03_H01_A0_0010_M_PTR_0050.wav,MS03_H01_A0_0010_M_PTR_0050,25,25,25,26,พาทริเอ็ทท์,npc,male,patriatte,,เขาอยากให้ท่านเป็นตัวแทนไปส่งแขกของเรา,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
26,MS03_H01_A0_0010_M_PTR_0060.wav,MS03_H01_A0_0010_M_PTR_0060,26,26,26,27,พาทริเอ็ทท์,npc,male,patriatte,,เขาให้ท่านเลือกขอรับ...ลอร์ดวูล์ฟฟอร์ต,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
27,MS03_H01_A0_0010_M_SEL_0010.wav,MS03_H01_A0_0010_M_SEL_0010,27,27,27,28,เซเรโนอา,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,...มันไม่ใช่เรื่องเล่น แต่ไม่ต้องกังวลนะเบเนดิกต์ พวกเขาจะกลับไปด้วยพิธีอันยิ่งใหญ่แน่นอน,,,PENDING_MANUAL_GENERATION,,triangle-strategy
28,MS03_H01_A0_0010_M_SEL_0020.wav,MS03_H01_A0_0010_M_SEL_0020,28,28,28,29,เซเรโนอา,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,ดีใจที่ได้ยินท่านพูดเช่นนั้นขอรับ แม่ทัพอัฟโลร่า,,,PENDING_MANUAL_GENERATION,,triangle-strategy
29,MS03_H01_A0_0010_M_SEL_0030.wav,MS03_H01_A0_0010_M_SEL_0030,29,29,29,30,เซเรโนอา,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,ขอรับ ท่านรัฐมนตรี,,,PENDING_MANUAL_GENERATION,,triangle-strategy
30,MS03_H01_A0_0010_M_SEL_0040.wav,MS03_H01_A0_0010_M_SEL_0040,30,30,30,31,เซเรโนอา,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,หากนั่นเป็นสิ่งที่ฝ่าบาทต้องการ ข้าก็ยินดีจะทำหน้าที่นั้น,,,PENDING_MANUAL_GENERATION,,triangle-strategy
31,MS03_H01_A0_0010_M_SEL_0050.wav,MS03_H01_A0_0010_M_SEL_0050,31,31,31,32,เซเรโนอา,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,แต่มันมีเรือแค่สองลำ กับตัวข้าเพียงคนเดียว ฝ่าบาทได้พูดไว้หรือเปล่าว่าข้าต้องไปกับใคร?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
32,MS03_H01_A0_0010_M_SEL_0060.wav,MS03_H01_A0_0010_M_SEL_0060,32,32,32,33,เซเรโนอา,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,ขอบคุณขอรับ เซอร์แม็กซ์เวลล์ ลอร์ดฟ็อลคส์,,,PENDING_MANUAL_GENERATION,,triangle-strategy
33,MS03_H01_A0_0010_M_SEL_0065.wav,MS03_H01_A0_0010_M_SEL_0065,33,33,33,34,เซเรโนอา,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,เขาอยากทดสอบการตัดสินใจของข้า เขารอดูอยู่ว่าข้าจะเลือกที่ไหน ด้วยเหตุผลอะไร,,,PENDING_MANUAL_GENERATION,,triangle-strategy
34,MS03_H01_A0_0010_M_SEL_0070.wav,MS03_H01_A0_0010_M_SEL_0070,34,34,34,35,เซเรโนอา,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,ข้าเข้าใจแล้ว จะไตร่ตรองให้ดีก่อนนะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
35,MS03_H01_A0_0010_M_SEL_0080.wav,MS03_H01_A0_0010_M_SEL_0080,35,35,35,36,เซเรโนอา,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,เบเนดิกต์ ท่านช่วยตามคนอื่นมาให้หน่อยสิ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
36,MS03_H01_A0_0010_M_SEL_0090.wav,MS03_H01_A0_0010_M_SEL_0090,36,36,36,37,เซเรโนอา,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,ข้าเองก็อยากฟังความเห็นจากทุกคนเช่นกัน เรามาหารือด้วยตาชั่งแห่งความเชื่อกันเถอะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
37,MS03_H01_A0_0010_M_SLS_0010.wav,MS03_H01_A0_0010_M_SLS_0010,37,37,37,38,ซอสเลย์,npc,male,sorsley,assets/triangle-strategy/approved_voice_references/sorsley.wav,ไม่อยากจะเชื่อเลยว่าเราแพ้ เจ้าเป็นนักรบที่แข็งแกร่งที่สุดในไฮแซนต์ไม่ใช่เหรอ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
38,MS03_H01_A0_0010_M_SLV_0010.wav,MS03_H01_A0_0010_M_SLV_0010,38,38,38,39,ซิลวิโอ้,npc,male,silvio,,แล้วทำไมตระกูลเทลลิออร์ถึงไม่ได้ไปส่งบ้างล่ะ? หากจำไม่ผิด อาณาจักรของเรามีสามตระกูลนี่ ไม่ใช่สอง,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
39,MS03_H01_A0_0010_M_SLV_0020.wav,MS03_H01_A0_0010_M_SLV_0020,39,39,39,40,ซิลวิโอ้,npc,male,silvio,,หนอย...,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
40,MS03_H01_A0_0010_M_TRS_0010.wav,MS03_H01_A0_0010_M_TRS_0010,40,40,40,41,ธาลาส,npc,male,thalas,assets/triangle-strategy/approved_voice_references/thalas.wav,ขอบคุณที่ไม่ทำให้เวลาอันมีค่าของเราต้องสูญเปล่า,,,PENDING_MANUAL_GENERATION,,triangle-strategy
41,MS03_H01_A0_0010_M_TRS_0020.wav,MS03_H01_A0_0010_M_TRS_0020,41,41,41,42,ธาลาส,npc,male,thalas,assets/triangle-strategy/approved_voice_references/thalas.wav,แถมยังมีสุนทรพจน์ยืดยาวกับพวกป่าเถื่อนแย่งชิงความเป็นใหญ่กันอีก ทุกคนคงเห็นจิตวิญญาณแห่งเกลนบรู๊คกันหมดแล้วล่ะนะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
42,MS03_H01_A0_0010_M_TRS_0030.wav,MS03_H01_A0_0010_M_TRS_0030,42,42,42,43,ธาลาส,npc,male,thalas,assets/triangle-strategy/approved_voice_references/thalas.wav,อุ้ย สงสัยต้องระวังปากหน่อยแล้ว ไม่งั้นเดี๋ยวนางคงไปงอแงกับพี่อีก,,,PENDING_MANUAL_GENERATION,,triangle-strategy
43,MS03_H01_A0_0010_M_TRS_0040.wav,MS03_H01_A0_0010_M_TRS_0040,43,43,43,44,ธาลาส,npc,male,thalas,assets/triangle-strategy/approved_voice_references/thalas.wav,ยังมีไวน์มาเพิ่มอีกเหรอ? หวังว่าข้าจะมีโอกาสได้ดื่มอีกนะ...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
44,MS03_H01_VOTE_110_F_ABR_0010.wav,MS03_H01_VOTE_110_F_ABR_0010,44,44,44,45,อัฟโลร่า,npc,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,อาร์ชดยุกกุสตาดอล์ฟคงจะปลื้มแน่ๆ ที่ท่านมาเยือนอาณาจักรของเรา,,,PENDING_MANUAL_GENERATION,,triangle-strategy
45,MS03_H01_VOTE_110_F_ABR_0020.wav,MS03_H01_VOTE_110_F_ABR_0020,45,45,45,46,อัฟโลร่า,npc,female,avlora,assets/triangle-strategy/approved_voice_references/avlora.wav,และข้ามั่นใจว่าเขาอยากทำความรู้จักกับน้องเขยตัวเองเช่นกัน,,,PENDING_MANUAL_GENERATION,,triangle-strategy
46,MS03_H01_VOTE_110_F_ERK_0010.wav,MS03_H01_VOTE_110_F_ERK_0010,46,46,46,47,เอริก้า,npc,female,erika,assets/triangle-strategy/approved_voice_references/erika.wav,แปลว่านางจะกลับมาเหรอ? รู้สึกไม่สบายแล้วสิ...,,,PENDING_MANUAL_GENERATION,,triangle-strategy
47,MS03_H01_VOTE_110_F_FRE_0020.wav,MS03_H01_VOTE_110_F_FRE_0020,48,48,48,49,เฟรเดอริก้า,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,เหลวไหล ข้าไปกับเจ้าเนี่ยแหละ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
48,MS03_H01_VOTE_110_M_BND_0010.wav,MS03_H01_VOTE_110_M_BND_0010,49,49,49,50,เบเนดิกต์,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,พวกเราพร้อมออกเรือแล้วขอรับ ท่านพาทริเอ็ทท์,,,PENDING_MANUAL_GENERATION,,triangle-strategy
49,MS03_H01_VOTE_110_M_PTR_0010.wav,MS03_H01_VOTE_110_M_PTR_0010,50,50,50,51,พาทริเอ็ทท์,npc,male,patriatte,,ขอรับนายท่าน,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
50,MS03_H01_VOTE_110_M_PTR_0020.wav,MS03_H01_VOTE_110_M_PTR_0020,51,51,51,52,พาทริเอ็ทท์,npc,male,patriatte,,เมื่อท่านไปเยี่ยมท่านอาร์ชดยุก โปรดอย่าลืมว่าท่านไปเยี่ยมในนามของฝ่าบาทนะขอรับ,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
51,MS03_H01_VOTE_110_M_SEL_0010.wav,MS03_H01_VOTE_110_M_SEL_0010,52,52,52,53,เซเรโนอา,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,พวกเราตัดสินใจแล้วว่าจะล่องเรือไปเอสฟรอสต์,,,PENDING_MANUAL_GENERATION,,triangle-strategy
52,MS03_H01_VOTE_110_M_SEL_0020.wav,MS03_H01_VOTE_110_M_SEL_0020,53,53,53,54,เซเรโนอา,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,มันจะเป็นทางเลือกที่ถูกหรือไม่ ก็ขึ้นอยู่กับการกระทำของเรา ข้าเชื่อใจพวกเจ้าทุกคนนะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
53,MS03_H01_VOTE_110_M_SEL_0030.wav,MS03_H01_VOTE_110_M_SEL_0030,54,54,54,55,เซเรโนอา,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,ข้าเองก็รู้สึกเหมือนกับเขานะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
54,MS03_H01_VOTE_110_M_SEL_0040.wav,MS03_H01_VOTE_110_M_SEL_0040,55,55,55,56,เซเรโนอา,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,เฟรเดอริก้า เจ้าไม่อยากอยู่ที่ปราสาทวูล์ฟฟอร์ตจริงๆเหรอ?,,,PENDING_MANUAL_GENERATION,,triangle-strategy
55,MS03_H01_VOTE_110_M_TRS_0010.wav,MS03_H01_VOTE_110_M_TRS_0010,56,56,56,57,ธาลาส,npc,male,thalas,assets/triangle-strategy/approved_voice_references/thalas.wav,มีหวังไวน์เลิศรสของพวกเขาคงหมดรสเลิศเป็นแน่,,,PENDING_MANUAL_GENERATION,,triangle-strategy
57,MS03_H01_VOTE_120_F_FRE_0020.wav,MS03_H01_VOTE_120_F_FRE_0020,58,58,58,59,เฟรเดอริก้า,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,สีผมของแม่ข้า... สีชมพูของชาวโรเซลล์,,,PENDING_MANUAL_GENERATION,,triangle-strategy
58,MS03_H01_VOTE_120_F_FRE_0030.wav,MS03_H01_VOTE_120_F_FRE_0030,59,59,59,60,เฟรเดอริก้า,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,แม่ของข้าเคยเล่าให้ฟัง ว่าคนของนางหนีออกมาจากไฮแซนต์ยังไง,,,PENDING_MANUAL_GENERATION,,triangle-strategy
59,MS03_H01_VOTE_120_F_FRE_0040.wav,MS03_H01_VOTE_120_F_FRE_0040,60,60,60,61,เฟรเดอริก้า,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,...ข้ารู้เจ้าค่ะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
60,MS03_H01_VOTE_120_F_FRE_0050.wav,MS03_H01_VOTE_120_F_FRE_0050,61,61,61,62,เฟรเดอริก้า,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,แต่ข้ามาจากเอสฟรอสต์ และท่านสบายใจได้ ข้าไม่เคยทำบาปใดๆเลย,,,PENDING_MANUAL_GENERATION,,triangle-strategy
61,MS03_H01_VOTE_120_F_FRE_0060.wav,MS03_H01_VOTE_120_F_FRE_0060,62,62,62,63,เฟรเดอริก้า,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,ขอบคุณนะเจ้าคะ ข้าขออภัยที่เดือดดาลไปด้วย,,,PENDING_MANUAL_GENERATION,,triangle-strategy
62,MS03_H01_VOTE_120_F_FRE_0070.wav,MS03_H01_VOTE_120_F_FRE_0070,63,63,63,64,เฟรเดอริก้า,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,ข้าต้องไปน่ะ ข้าอยากไปเห็นด้วยตาตัวเอง,,,PENDING_MANUAL_GENERATION,,triangle-strategy
63,MS03_H01_VOTE_120_F_FRE_0080.wav,MS03_H01_VOTE_120_F_FRE_0080,64,64,64,65,เฟรเดอริก้า,main,female,frederica,assets/triangle-strategy/approved_voice_references/frederica.wav,ข้าอยากเห็นว่าท่านแม่กับคนของข้า ต้องทนทุกข์แบบไหน,,,PENDING_MANUAL_GENERATION,,triangle-strategy
64,MS03_H01_VOTE_120_F_LYL_0010.wav,MS03_H01_VOTE_120_F_LYL_0010,65,65,65,66,ไลล่า,npc,female,lyla,assets/triangle-strategy/approved_voice_references/lyla.wav,ลอร์ดเซเรโนอา ช่างเป็นเกียรติจริงๆที่ท่านเลือกมาอาณาจักรของเรา,,,PENDING_MANUAL_GENERATION,,triangle-strategy
65,MS03_H01_VOTE_120_F_LYL_0020.wav,MS03_H01_VOTE_120_F_LYL_0020,66,66,66,67,ไลล่า,npc,female,lyla,assets/triangle-strategy/approved_voice_references/lyla.wav,ซึ่งข้าขอเตือนท่านอย่างหนึ่ง,,,PENDING_MANUAL_GENERATION,,triangle-strategy
66,MS03_H01_VOTE_120_F_LYL_0030.wav,MS03_H01_VOTE_120_F_LYL_0030,67,67,67,68,ไลล่า,npc,female,lyla,assets/triangle-strategy/approved_voice_references/lyla.wav,แสดงว่าท่านก็รู้สถานะของชาวโรเซลล์ในอาณาจักรของเราแล้วสินะ ท่านเทพธิดาทรงมองพวกเขาเป็นเหล่าผู้มีมลทิน,,,PENDING_MANUAL_GENERATION,,triangle-strategy
67,MS03_H01_VOTE_120_F_LYL_0040.wav,MS03_H01_VOTE_120_F_LYL_0040,68,68,68,69,ไลล่า,npc,female,lyla,assets/triangle-strategy/approved_voice_references/lyla.wav,แน่นอนเจ้าค่ะ ท่านหญิง,,,PENDING_MANUAL_GENERATION,,triangle-strategy
68,MS03_H01_VOTE_120_F_LYL_0050.wav,MS03_H01_VOTE_120_F_LYL_0050,69,69,69,70,ไลล่า,npc,female,lyla,assets/triangle-strategy/approved_voice_references/lyla.wav,เช่นนั้น ข้าจะทำสุดความสามารถเพื่อให้การมาเยือนของท่านราบรื่นที่สุด,,,PENDING_MANUAL_GENERATION,,triangle-strategy
69,MS03_H01_VOTE_120_M_BND_0010.wav,MS03_H01_VOTE_120_M_BND_0010,70,70,70,71,เบเนดิกต์,main,male,benedict,assets/triangle-strategy/approved_voice_references/benedict.wav,พวกเราพร้อมออกเรือแล้วขอรับ ท่านพาทริเอ็ทท์,,,PENDING_MANUAL_GENERATION,,triangle-strategy
70,MS03_H01_VOTE_120_M_EGS_0010.wav,MS03_H01_VOTE_120_M_EGS_0010,71,71,71,72,เอกซ์เฮม,npc,male,exharme,assets/triangle-strategy/approved_voice_references/exharme.wav,ข้าคิดว่าท่านหญิงเฟรเดอริก้าควรจะอยู่ที่เกลนบรู๊คขอรับ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
71,MS03_H01_VOTE_120_M_EGS_0020.wav,MS03_H01_VOTE_120_M_EGS_0020,72,72,72,73,เอกซ์เฮม,npc,male,exharme,assets/triangle-strategy/approved_voice_references/exharme.wav,ข้าเกรงว่านาง...อาจสร้างความวุ่นวาย...หากนางมาที่ไฮแซนต์,,,PENDING_MANUAL_GENERATION,,triangle-strategy
72,MS03_H01_VOTE_120_M_EGS_0030.wav,MS03_H01_VOTE_120_M_EGS_0030,73,73,73,74,เอกซ์เฮม,npc,male,exharme,assets/triangle-strategy/approved_voice_references/exharme.wav,ถ้าเป็นข้ามันก็คงไม่มีปัญหาหรอก แต่ปัญหานี้มัน...ละเอียดอ่อนกว่านั้นน่ะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
73,MS03_H01_VOTE_120_M_PTR_0010.wav,MS03_H01_VOTE_120_M_PTR_0010,74,74,74,75,พาทริเอ็ทท์,npc,male,patriatte,,ขอรับนายท่าน,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
74,MS03_H01_VOTE_120_M_PTR_0020.wav,MS03_H01_VOTE_120_M_PTR_0020,75,75,75,76,พาทริเอ็ทท์,npc,male,patriatte,,เมื่อท่านไปเยี่ยมหัวหน้านักบวชกับเจ็ดผู้ศักดิ์สิทธิ์ โปรดอย่าลืมว่าท่านไปเยี่ยมในนามของฝ่าบาทนะขอรับ,,,BLOCKED_PENDING_REFERENCE_AUDIO,,triangle-strategy
75,MS03_H01_VOTE_120_M_SEL_0010.wav,MS03_H01_VOTE_120_M_SEL_0010,76,76,76,77,เซเรโนอา,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,พวกเราตัดสินใจแล้วว่าจะล่องเรือไปรัฐศักดิ์สิทธิ์ไฮแซนต์,,,PENDING_MANUAL_GENERATION,,triangle-strategy
76,MS03_H01_VOTE_120_M_SEL_0020.wav,MS03_H01_VOTE_120_M_SEL_0020,77,77,77,78,เซเรโนอา,main,male,serenoa,assets/triangle-strategy/approved_voice_references/serenoa.wav,มันจะเป็นทางเลือกที่ถูกหรือไม่ ก็ขึ้นอยู่กับการกระทำของเรา ข้าเชื่อใจพวกเจ้าทุกคนนะ,,,PENDING_MANUAL_GENERATION,,triangle-strategy
